,name,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90,team_name,gameweek,season,data_retrieved_datetime
378,Josh Cullen,True,True,,,172567.0,0.0,0.0,0.0,0.0,1.0,3.0,8.5,9.0,14.0,Josh,9.0,205.0,True,,,50.0,172567.jpg,9.0,False,Cullen,0.9,False,,a,3.0,90.0,18.0,77731.0,74077.0,9756.0,8631.0,1.8,3.6,Cullen,104.0,2022-07-12,1996-04-07,False,p172567,180.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,70.0,89.6,76.4,21.0,18.7,7.0,8.0,4.0,19.0,2.0,0.08,0.47,0.55,3.09,4.0,1.0,6.0,6.0,72.0,41.0,8.0,5.0,1.0,,,,,,0.04,0.0,0.24,0.28,1.54,1.5,242.0,153.0,6.0,2.0,8.0,3.0,190.0,64.0,1.0,0.5,9.5,Burnley,2.0,25-26,2025-08-26 16:48:59.320877
379,Hannibal Mejbri,True,True,,,465527.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.5,5.0,Hannibal,3.5,207.0,False,,,50.0,465527.jpg,3.5,False,Mejbri,0.2,False,,a,3.0,90.0,7.0,2327.0,1367.0,2991.0,1006.0,0.7,1.4,Hannibal,218.0,2024-08-28,2003-01-21,False,p465527,144.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,9.2,20.2,9.0,3.8,2.0,9.0,3.0,14.0,2.0,0.05,0.13,0.18,2.07,231.0,105.0,94.0,64.0,156.0,93.0,182.0,91.0,,,3.0,,,,0.03,0.0,0.08,0.11,1.29,1.25,301.0,187.0,102.0,36.0,109.0,42.0,417.0,141.0,1.25,0.62,8.75,Burnley,2.0,25-26,2025-08-26 16:48:59.320877
380,Josh Laurent,True,True,,,167887.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.5,1.0,Josh,1.5,209.0,False,,,50.0,167887.jpg,1.5,False,Laurent,0.0,False,,a,3.0,90.0,3.0,254.0,30.0,671.0,246.0,0.3,0.6,Laurent,241.0,2024-08-30,1995-05-06,False,p167887,83.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,21.4,12.0,20.0,5.4,5.0,3.0,2.0,10.0,1.0,0.11,0.13,0.24,1.57,157.0,61.0,151.0,97.0,82.0,49.0,135.0,70.0,,,,,,,0.12,0.0,0.14,0.26,1.7,2.17,238.0,151.0,206.0,103.0,217.0,110.0,621.0,260.0,1.08,0.0,10.84,Burnley,2.0,25-26,2025-08-26 16:48:59.320877
381,Loum Tchaouna,True,True,,,469272.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5,1.0,1.0,Loum,1.0,210.0,False,,,50.0,469272.jpg,1.0,False,Tchaouna,0.0,False,,a,3.0,90.0,2.0,104.0,51.0,589.0,184.0,0.2,0.4,Tchaouna,73.0,2025-07-02,2003-09-08,False,p469272,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.6,5.4,3.0,1.2,0.0,3.0,1.0,4.0,0.0,0.08,0.04,0.12,0.34,288.0,141.0,204.0,122.0,228.0,129.0,288.0,145.0,,,,,,,0.31,0.0,0.16,0.47,1.33,0.0,306.0,191.0,252.0,124.0,275.0,132.0,627.0,265.0,0.0,0.0,15.65,Burnley,2.0,25-26,2025-08-26 16:48:59.320877
382,Zian Flemming,True,True,,,431639.0,0.0,0.0,0.0,0.0,0.0,4.0,0.5,1.0,1.0,Zian,1.0,215.0,False,,,55.0,431639.jpg,1.0,False,Flemming,0.2,False,,a,3.0,90.0,2.0,2614.0,735.0,5287.0,2105.0,0.2,0.4,Flemming,152.0,2025-06-01,1998-08-01,False,p431639,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.2,10.0,2.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,306.0,24.0,177.0,16.0,255.0,32.0,282.0,28.0,,,2.0,,,,0.0,0.0,0.0,0.0,1.53,0.0,153.0,35.0,260.0,25.0,296.0,27.0,424.0,59.0,0.0,0.0,0.0,Burnley,2.0,25-26,2025-08-26 16:48:59.320877
383,Lyle Foster,True,True,,,435973.0,0.0,0.0,0.0,0.0,0.0,4.0,1.5,2.0,2.0,Lyle,2.0,217.0,False,,,50.0,435973.jpg,2.0,False,Foster,0.6,False,,a,3.0,90.0,4.0,29688.0,7095.0,17200.0,7074.0,0.4,0.8,Foster,198.0,2023-01-25,2000-09-03,False,p435973,158.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6.6,26.3,14.0,4.7,2.0,4.0,2.0,8.0,2.0,0.22,0.05,0.27,2.75,250.0,19.0,75.0,5.0,118.0,26.0,159.0,21.0,,,,,,,0.13,0.0,0.03,0.16,1.57,1.71,290.0,48.0,168.0,13.0,179.0,13.0,233.0,40.0,1.14,0.57,4.56,Burnley,2.0,25-26,2025-08-26 16:48:59.320877
384,Martin Dúbravka,True,True,100.0,100.0,67089.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5,4.0,6.0,Martin,4.0,470.0,False,,2025-08-11T10:30:07.723845Z,40.0,67089.jpg,4.0,False,Dúbravka,34.2,False,,a,3.0,90.0,8.0,222611.0,74843.0,82987.0,39126.0,1.0,2.0,Dúbravka,194.0,2025-08-07,1989-01-15,False,p67089,180.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,30.0,36.4,0.0,0.0,3.7,2.0,17.0,0.0,0.0,2.0,0.0,0.0,0.0,3.09,85.0,10.0,324.0,8.0,273.0,4.0,186.0,10.0,,,,,,,0.0,2.0,0.0,0.0,1.54,1.5,578.0,39.0,76.0,8.0,83.0,9.0,4.0,1.0,1.0,0.5,0.0,Burnley,2.0,25-26,2025-08-26 16:48:59.320877
385,Lesley Ugochukwu,True,True,100.0,100.0,503714.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5,2.0,3.0,Lesley,2.0,676.0,False,,2025-08-11T10:30:07.946294Z,50.0,503714.jpg,2.0,False,Ugochukwu,0.0,False,,a,3.0,90.0,4.0,434.0,149.0,983.0,325.0,0.4,0.8,Ugochukwu,73.0,2025-08-06,2004-03-26,False,p503714,95.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.8,17.0,6.0,2.9,1.0,2.0,2.0,5.0,1.0,0.07,0.02,0.09,1.52,240.0,111.0,107.0,72.0,191.0,106.0,234.0,115.0,,,,,,,0.07,0.0,0.02,0.09,1.44,0.95,324.0,202.0,172.0,82.0,183.0,88.0,584.0,230.0,0.95,0.95,4.74,Burnley,2.0,25-26,2025-08-26 16:48:59.320877
386,Đorđe Petrović,True,True,,,457569.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,6.0,Đorđe,4.0,67.0,False,,,45.0,457569.jpg,4.0,False,Petrović,3.6,False,,a,4.0,91.0,8.0,83486.0,24211.0,41220.0,16235.0,0.9,1.8,Petrović,190.0,2025-07-16,1999-10-08,False,p457569,180.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,33.0,59.2,0.0,0.0,5.9,6.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,2.67,28.0,4.0,491.0,64.0,457.0,61.0,115.0,4.0,,,,,,,0.0,3.5,0.0,0.0,1.34,2.0,449.0,29.0,83.0,9.0,91.0,10.0,91.0,12.0,1.0,0.5,0.0,Bournemouth,2.0,25-26,2025-08-26 16:48:59.320877
387,Marcos Senesi Barón,True,True,,,221466.0,0.0,0.0,0.0,0.0,0.0,2.0,5.5,5.5,9.0,Marcos,5.5,72.0,False,,,45.0,221466.jpg,5.5,False,Senesi Barón,1.6,False,,a,4.0,91.0,11.0,88630.0,32964.0,21835.0,10607.0,1.2,2.4,Senesi,10.0,2022-08-08,1997-05-10,False,p221466,180.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,51.6,15.5,4.0,7.1,25.0,6.0,4.0,29.0,2.0,0.0,0.06,0.06,2.67,39.0,11.0,119.0,33.0,210.0,62.0,92.0,23.0,,,,,,,0.0,0.0,0.03,0.03,1.34,2.0,413.0,97.0,43.0,14.0,49.0,16.0,151.0,57.0,1.0,0.5,14.5,Bournemouth,2.0,25-26,2025-08-26 16:48:59.320877
388,Adam Smith,True,True,,,54469.0,0.0,0.0,0.0,0.0,0.0,2.0,3.5,3.5,6.0,Adam,3.5,73.0,False,,,45.0,54469.jpg,3.5,False,Smith,0.4,False,,a,4.0,91.0,7.0,12067.0,1352.0,5378.0,2095.0,0.8,1.6,Smith,241.0,2014-01-28,1991-04-29,False,p54469,179.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,17.8,13.9,4.0,3.6,10.0,3.0,1.0,11.0,2.0,0.0,0.09,0.09,2.56,173.0,72.0,134.0,39.0,207.0,59.0,199.0,67.0,,,,,,,0.0,0.0,0.05,0.05,1.29,1.51,367.0,65.0,94.0,43.0,102.0,44.0,279.0,102.0,1.01,0.5,5.53,Bournemouth,2.0,25-26,2025-08-26 16:48:59.320877
389,Adrien Truffert,True,True,,,494521.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,6.0,Adrien,3.0,74.0,False,,,45.0,494521.jpg,3.0,False,Truffert,1.0,False,,a,4.0,91.0,6.0,48877.0,8441.0,16758.0,6334.0,0.7,1.3,Truffert,73.0,2025-06-16,2001-11-20,False,p494521,180.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,36.2,38.0,6.0,8.0,8.0,8.0,2.0,10.0,2.0,0.0,0.17,0.17,2.67,89.0,38.0,43.0,6.0,189.0,55.0,82.0,18.0,,,,,,,0.0,0.0,0.08,0.08,1.34,2.0,477.0,127.0,117.0,51.0,124.0,53.0,185.0,71.0,1.0,0.5,5.0,Bournemouth,2.0,25-26,2025-08-26 16:48:59.320877
390,James Hill,True,True,,,463981.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,James,1.0,77.0,False,,,40.0,463981.jpg,1.0,False,Hill,0.7,False,,a,4.0,91.0,2.0,13747.0,2832.0,13319.0,5469.0,0.2,0.5,Hill,241.0,2022-01-05,2002-01-10,False,p463981,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.4,0.3,0.0,0.4,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.17,292.0,107.0,307.0,110.0,327.0,115.0,323.0,108.0,,,,,,,0.0,0.0,0.0,0.0,5.1,30.0,635.0,181.0,229.0,74.0,238.0,79.0,204.0,75.0,0.0,0.0,60.0,Bournemouth,2.0,25-26,2025-08-26 16:48:59.320877
391,Antoine Semenyo,True,True,,,437730.0,1.0,-1.0,2.0,-2.0,1.0,3.0,10.5,10.5,6.0,Antoine,10.5,82.0,True,,,72.0,437730.jpg,10.5,False,Semenyo,20.3,False,,a,4.0,91.0,21.0,1413418.0,512385.0,113557.0,64798.0,1.5,2.9,Semenyo,81.0,2023-01-27,2000-01-07,False,p437730,180.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,53.0,86.6,37.3,77.0,20.1,1.0,8.0,1.0,10.0,2.0,1.59,0.09,1.68,2.67,7.0,3.0,45.0,37.0,4.0,2.0,4.0,2.0,,,,,3.0,,0.8,0.0,0.04,0.84,1.34,2.0,30.0,17.0,3.0,1.0,4.0,2.0,21.0,7.0,1.0,0.5,5.0,Bournemouth,2.0,25-26,2025-08-26 16:48:59.320877
392,Marcus Tavernier,True,True,,,201658.0,0.0,0.0,0.0,0.0,1.0,3.0,7.5,7.5,11.0,Marcus,7.5,84.0,False,,,55.0,201658.jpg,7.5,False,Tavernier,0.9,False,,a,4.0,91.0,15.0,62673.0,37878.0,18566.0,10006.0,1.4,2.7,Tavernier,241.0,2022-08-01,1999-03-22,False,p201658,167.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,56.0,67.4,18.6,61.0,14.7,9.0,12.0,3.0,24.0,2.0,0.51,0.27,0.78,2.62,16.0,8.0,102.0,68.0,12.0,5.0,19.0,12.0,1.0,,1.0,,,,0.27,0.0,0.15,0.42,1.41,2.16,139.0,88.0,15.0,6.0,17.0,7.0,188.0,62.0,1.08,0.54,12.93,Bournemouth,2.0,25-26,2025-08-26 16:48:59.320877
393,Tyler Adams,True,True,,,200785.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,Tyler,3.0,85.0,False,,,50.0,200785.jpg,3.0,False,Adams,0.3,False,,a,4.0,91.0,6.0,9459.0,2010.0,7425.0,3080.0,0.6,1.2,Adams,229.0,2023-08-20,1999-02-14,False,p200785,177.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,41.8,7.0,11.0,6.0,12.0,9.0,7.0,28.0,2.0,0.03,0.11,0.14,2.51,64.0,28.0,192.0,117.0,136.0,85.0,111.0,64.0,,,4.0,,,,0.02,0.0,0.06,0.08,1.28,1.53,253.0,159.0,121.0,46.0,128.0,51.0,287.0,91.0,1.02,0.51,14.24,Bournemouth,2.0,25-26,2025-08-26 16:48:59.320877
394,David Brooks,True,True,,,111317.0,0.0,0.0,0.0,0.0,0.0,3.0,3.5,3.5,3.0,David,3.5,86.0,False,,,50.0,111317.jpg,3.5,False,Brooks,0.3,False,,a,4.0,91.0,7.0,16164.0,3780.0,6498.0,2783.0,0.7,1.4,Brooks,244.0,2018-07-01,1997-07-08,False,p111317,149.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34.0,35.4,64.5,33.0,13.3,2.0,7.0,2.0,11.0,2.0,0.36,0.86,1.22,2.31,93.0,34.0,14.0,13.0,44.0,24.0,22.0,14.0,5.0,,,,,,0.22,0.0,0.52,0.74,1.4,1.21,231.0,145.0,100.0,35.0,107.0,41.0,326.0,107.0,1.21,0.6,6.64,Bournemouth,2.0,25-26,2025-08-26 16:48:59.320877
395,Alex Scott,True,True,,,503139.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,Alex,2.0,90.0,False,,,50.0,503139.jpg,2.0,False,Scott,0.1,False,,a,4.0,91.0,4.0,1698.0,407.0,2037.0,762.0,0.4,0.8,Scott,241.0,2023-08-10,2003-08-21,False,p503139,138.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,9.4,16.0,7.0,3.2,3.0,3.0,3.0,9.0,2.0,0.05,0.03,0.08,2.22,230.0,104.0,116.0,75.0,177.0,101.0,219.0,106.0,,,5.0,,,,0.03,0.0,0.02,0.05,1.45,1.3,323.0,201.0,171.0,81.0,182.0,87.0,492.0,169.0,1.3,0.65,5.87,Bournemouth,2.0,25-26,2025-08-26 16:48:59.320877
396,Francisco Evanilson de Lima Barbosa,True,True,,,444102.0,0.0,0.0,0.0,0.0,0.0,4.0,1.5,1.5,2.0,Francisco Evanilson,1.5,97.0,False,,,70.0,444102.jpg,1.5,False,de Lima Barbosa,2.3,False,,a,4.0,91.0,3.0,100952.0,7543.0,69564.0,32834.0,0.2,0.4,Evanilson,30.0,2024-08-16,1999-10-06,False,p444102,177.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,6.4,46.1,21.0,7.2,3.0,3.0,0.0,6.0,2.0,0.29,0.02,0.31,2.62,251.0,20.0,29.0,2.0,80.0,22.0,91.0,13.0,,,,,2.0,,0.15,0.0,0.01,0.16,1.33,2.03,37.0,14.0,224.0,22.0,233.0,22.0,119.0,21.0,1.02,0.51,3.05,Bournemouth,2.0,25-26,2025-08-26 16:48:59.320877
397,Eli Junior Kroupi,True,True,,,560262.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,Eli Junior,1.0,100.0,False,,,45.0,560262.jpg,1.0,False,Kroupi,1.3,False,,a,4.0,91.0,2.0,60198.0,12027.0,36459.0,16531.0,0.2,0.4,Kroupi.Jr,73.0,2025-02-02,2006-06-23,False,p560262,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,551.0,44.0,546.0,44.0,235.0,31.0,335.0,34.0,,,,,,,0.0,0.0,0.0,0.0,5.1,30.0,523.0,66.0,243.0,24.0,260.0,25.0,170.0,29.0,0.0,0.0,0.0,Bournemouth,2.0,25-26,2025-08-26 16:48:59.320877
398,Bafodé Diakité,True,True,,,242882.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,5.0,10.0,Bafodé,5.0,685.0,False,,,45.0,242882.jpg,5.0,False,Diakité,0.3,False,,a,4.0,91.0,10.0,13738.0,6598.0,3923.0,1878.0,1.1,2.2,Diakité,73.0,2025-08-13,2001-01-06,False,p242882,180.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,35.6,1.1,0.0,3.7,14.0,11.0,5.0,19.0,2.0,0.0,0.0,0.0,2.67,92.0,40.0,279.0,96.0,442.0,190.0,189.0,64.0,,,,,,,0.0,0.0,0.0,0.0,1.34,2.0,429.0,109.0,56.0,24.0,62.0,26.0,329.0,120.0,1.0,0.5,9.5,Bournemouth,2.0,25-26,2025-08-26 16:48:59.320877
399,Caoimhín Kelleher,True,True,100.0,100.0,200720.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5,3.0,5.0,Caoimhín,3.0,101.0,False,,2025-08-09T14:00:04.798673Z,45.0,200720.jpg,3.0,False,Kelleher,10.3,False,,a,5.0,94.0,6.0,69813.0,42396.0,105052.0,27359.0,0.7,1.3,Kelleher,104.0,2025-06-03,1998-11-23,False,p200720,180.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,25.0,21.8,0.0,0.0,2.2,5.0,21.0,0.0,0.0,2.0,0.0,0.01,0.01,3.05,156.0,18.0,463.0,59.0,423.0,56.0,259.0,18.0,,,,,,,0.0,2.0,0.0,0.0,1.52,1.5,401.0,24.0,115.0,12.0,122.0,12.0,40.0,7.0,1.0,0.5,0.0,Brentford,2.0,25-26,2025-08-26 16:48:59.320877
400,Nathan Collins,True,True,,,432830.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,4.5,9.0,Nathan,4.5,106.0,False,,,50.0,432830.jpg,4.5,False,Collins,1.7,False,,a,5.0,94.0,9.0,17982.0,13141.0,25494.0,5135.0,0.9,1.8,Collins,104.0,2023-07-04,2001-04-30,False,p432830,180.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,25.0,30.6,0.5,11.0,4.2,17.0,10.0,1.0,18.0,2.0,0.02,0.01,0.03,3.05,116.0,52.0,299.0,105.0,137.0,24.0,173.0,58.0,,,,,,,0.01,0.0,0.0,0.01,1.52,1.5,289.0,47.0,70.0,32.0,77.0,33.0,144.0,55.0,1.0,0.5,9.0,Brentford,2.0,25-26,2025-08-26 16:48:59.320877
401,Keane Lewis-Potter,True,True,,,249231.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.5,6.0,Keane,3.5,107.0,False,,,50.0,249231.jpg,3.5,False,Lewis-Potter,0.4,False,,a,5.0,94.0,7.0,5675.0,2766.0,6070.0,1721.0,0.7,1.4,Lewis-Potter,241.0,2022-07-12,2001-02-22,False,p249231,158.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,13.4,5.3,9.0,2.8,6.0,6.0,3.0,9.0,2.0,0.12,0.0,0.12,3.05,201.0,81.0,205.0,59.0,155.0,35.0,241.0,85.0,,,4.0,,,,0.07,0.0,0.0,0.07,1.74,1.71,283.0,46.0,101.0,47.0,108.0,48.0,264.0,99.0,1.14,0.57,5.13,Brentford,2.0,25-26,2025-08-26 16:48:59.320877
402,Rico Henry,True,True,,,194010.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,1.0,1.0,Rico,1.0,109.0,False,,,45.0,194010.jpg,1.0,False,Henry,0.2,False,,a,5.0,94.0,2.0,1756.0,436.0,2519.0,981.0,0.2,0.4,Henry,241.0,2016-08-31,1997-07-08,False,p194010,93.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.6,11.5,6.0,2.8,3.0,2.0,1.0,4.0,1.0,0.0,0.04,0.04,1.96,219.0,83.0,155.0,45.0,185.0,51.0,239.0,83.0,,,,,,,0.0,0.0,0.04,0.04,1.9,2.9,398.0,86.0,234.0,79.0,246.0,87.0,408.0,155.0,0.97,0.0,3.87,Brentford,2.0,25-26,2025-08-26 16:48:59.320877
403,Michael Kayode,True,True,,,607464.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,5.5,10.0,Michael,5.5,110.0,False,,,45.0,607464.jpg,5.5,False,Kayode,0.3,False,,a,5.0,94.0,11.0,16127.0,14900.0,4112.0,2308.0,1.2,2.4,Kayode,106.0,2025-07-01,2004-07-10,False,p607464,174.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,50.2,21.0,2.0,7.3,10.0,6.0,7.0,17.0,2.0,0.0,0.09,0.09,2.96,42.0,12.0,93.0,21.0,236.0,74.0,90.0,22.0,,,,,,,0.0,0.0,0.05,0.05,1.53,1.55,552.0,139.0,45.0,16.0,51.0,18.0,290.0,109.0,1.03,0.52,8.79,Brentford,2.0,25-26,2025-08-26 16:48:59.320877
404,Sepp van den Berg,True,True,,,444765.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,5.5,8.0,Sepp,5.5,113.0,False,,,45.0,444765.jpg,5.5,False,van den Berg,0.6,False,,a,5.0,94.0,11.0,19882.0,14615.0,6728.0,3192.0,1.2,2.4,Van den Berg,152.0,2024-08-22,2001-12-20,False,p444765,180.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,62.4,0.9,24.0,8.7,24.0,6.0,2.0,26.0,2.0,0.21,0.0,0.21,3.05,22.0,6.0,286.0,101.0,60.0,9.0,70.0,13.0,,,,,,,0.1,0.0,0.0,0.1,1.52,1.5,443.0,116.0,44.0,15.0,50.0,17.0,231.0,84.0,1.0,0.5,13.0,Brentford,2.0,25-26,2025-08-26 16:48:59.320877
405,Aaron Hickey,True,True,,,472713.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,1.0,Aaron,0.5,116.0,False,,,40.0,472713.jpg,0.5,False,Hickey,0.4,False,,a,5.0,94.0,1.0,2999.0,1310.0,6297.0,2348.0,0.1,0.2,Hickey,243.0,2022-07-09,2002-06-10,False,p472713,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,0.1,0.0,0.6,1.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.24,256.0,95.0,313.0,112.0,330.0,117.0,309.0,104.0,,,,,,,0.0,0.0,0.0,0.0,1.66,0.0,638.0,183.0,278.0,88.0,329.0,105.0,263.0,98.0,0.0,0.0,27.69,Brentford,2.0,25-26,2025-08-26 16:48:59.320877
406,Kevin Schade,True,True,100.0,100.0,513418.0,0.0,0.0,0.0,0.0,0.0,3.0,2.5,2.0,3.0,Kevin,2.0,120.0,False,,2025-08-09T14:00:04.851048Z,70.0,513418.jpg,2.0,False,Schade,0.3,False,,a,5.0,94.0,4.0,5245.0,3197.0,7400.0,2033.0,0.3,0.6,Schade,80.0,2023-07-01,2001-11-27,False,p513418,123.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,21.0,18.2,15.0,5.5,5.0,8.0,4.0,17.0,1.0,0.1,0.06,0.16,1.32,159.0,63.0,104.0,70.0,114.0,74.0,132.0,69.0,,,,,,,0.07,0.0,0.04,0.11,0.97,0.0,40.0,26.0,188.0,96.0,200.0,103.0,304.0,99.0,0.73,0.73,12.44,Brentford,2.0,25-26,2025-08-26 16:48:59.320877
407,Jordan Henderson,True,True,,,56979.0,0.0,0.0,0.0,0.0,0.0,3.0,2.5,2.0,3.0,Jordan,2.0,124.0,False,,,50.0,56979.jpg,2.0,False,Henderson,0.3,False,,a,5.0,94.0,4.0,2852.0,1310.0,6553.0,1993.0,0.4,0.8,Henderson,241.0,2025-07-15,1990-06-17,False,p56979,89.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.8,3.4,5.0,1.8,3.0,7.0,2.0,12.0,1.0,0.03,0.0,0.03,0.88,226.0,103.0,226.0,132.0,200.0,114.0,266.0,131.0,,,,,,,0.03,0.0,0.0,0.03,0.89,0.0,220.0,141.0,162.0,75.0,170.0,79.0,327.0,108.0,1.01,1.01,12.13,Brentford,2.0,25-26,2025-08-26 16:48:59.320877
408,Mathias Jensen,True,True,,,207283.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.5,1.0,Mathias,1.5,126.0,False,,,50.0,207283.jpg,1.5,False,Jensen,0.1,False,,a,5.0,94.0,3.0,801.0,189.0,1918.0,726.0,0.3,0.6,Jensen,58.0,2019-07-10,1996-01-01,False,p207283,79.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,12.4,25.7,8.0,4.6,3.0,2.0,3.0,8.0,1.0,0.13,0.04,0.17,2.1,207.0,90.0,77.0,53.0,162.0,95.0,161.0,82.0,3.0,,,,,,0.15,0.0,0.05,0.2,2.39,3.42,259.0,163.0,208.0,105.0,218.0,111.0,510.0,179.0,1.14,0.0,9.11,Brentford,2.0,25-26,2025-08-26 16:48:59.320877
