id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,adjusted points per game,value,valuePoints metric,team_name,position
87,,,213687,0,0,0,0,0,2,0.0,,0,Charlie,0.0,False,,,4.0,213687.jpg,0.0,Goode,1.8,False,,a,3,94,0,0,0,0,0,0.0,0.0,Goode,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,373,129,350,130,343,127,373,129,,,,,,,,,,Brentford,defender
88,,,216620,0,0,0,0,0,4,0.5,,0,Marcus,0.0,False,,,5.5,216620.jpg,0.0,Forss,0.2,False,,a,3,94,0,0,0,0,0,0.0,0.0,Forss,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,476,55,475,55,474,55,476,55,,,,,,,,,,Brentford,forward
89,,,226956,0,0,0,0,0,2,0.7,,0,Mads,0.0,False,,,4.5,226956.jpg,0.0,Roerslev Rasmussen,0.2,False,,a,3,94,0,0,0,0,0,0.0,0.0,Roerslev,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,416,156,406,156,402,155,416,156,,,,,,,,,,Brentford,defender
90,,,228044,0,0,0,0,0,2,0.7,,0,Mads,0.0,False,,,4.5,228044.jpg,0.0,Bech Sørensen,0.2,False,,a,3,94,0,0,0,0,0,0.0,0.0,Sørensen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,418,157,408,157,404,156,418,157,,,,,,,,,,Brentford,defender
91,,,231065,0,0,0,0,0,2,0.7,,0,Ethan,0.0,False,,,4.5,231065.jpg,0.0,Pinnock,0.3,False,,a,3,94,0,0,0,0,0,0.0,0.0,Pinnock,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,419,158,409,158,405,157,419,158,,,,,,,,,,Brentford,defender
92,0.0,,235448,0,0,0,0,0,1,0.0,,0,Ellery,0.0,False,Season long loan to Burton Albion,2021-07-08T07:34:45.360782Z,4.0,235448.jpg,0.0,Balcombe,0.1,False,,u,3,94,0,0,0,0,0,0.0,0.0,Balcombe,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,376,42,353,19,347,15,376,42,,,,,,,,,,Brentford,goalkeeper
93,,,420922,0,0,0,0,0,3,0.0,,0,Jan,0.0,False,,,4.5,420922.jpg,0.0,Zamburek,0.9,False,,a,3,94,0,0,0,0,0,0.0,0.0,Zamburek,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,430,168,420,168,416,168,430,168,,,,,,,,,,Brentford,midfielder
94,,,434024,0,0,0,0,0,1,0.0,,0,Patrik,0.0,False,,,4.0,434024.jpg,0.0,Gunnarsson,1.4,False,,a,3,94,0,0,0,0,0,0.0,0.0,Gunnarsson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,377,43,354,20,348,16,377,43,,,,,,,,,,Brentford,goalkeeper
95,,,434662,0,0,0,0,0,4,0.5,,0,Halil,0.0,False,,,5.5,434662.jpg,0.0,Dervişoğlu,0.1,False,,a,3,94,0,0,0,0,0,0.0,0.0,Dervişoğlu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,478,57,477,57,476,57,478,57,,,,,,,,,,Brentford,forward
96,,,446008,0,0,0,0,0,3,0.8,,0,Bryan,0.0,False,,,5.5,446008.jpg,0.0,Mbeumo,1.0,False,,a,3,94,0,0,0,0,0,0.0,0.0,Mbeumo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,480,198,479,198,478,198,480,198,2.0,,3.0,,,,,,,Brentford,midfielder
97,,,481405,0,0,0,0,0,3,0.0,,0,Mads,0.0,False,,,4.5,481405.jpg,0.0,Bidstrup,0.1,False,,a,3,94,0,0,0,0,0,0.0,0.0,Bidstrup,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,434,169,424,169,420,169,434,169,,,,,,,,,,Brentford,midfielder
479,,,428580,0,0,0,0,0,3,0.4,,0,Frank,0.0,False,,,5.0,428580.jpg,0.0,Onyeka,0.1,False,,a,3,94,0,0,0,0,0,0.0,0.0,Onyeka,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,457,184,455,184,452,184,457,184,,,,,,,,,,Brentford,midfielder
483,,,191866,0,0,0,0,0,2,0.7,,0,Kristoffer,0.0,False,,,4.5,191866.jpg,0.0,Ajer,0.5,False,,a,3,94,0,0,0,0,0,0.0,0.0,Ajer,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,406,150,394,150,390,149,406,150,,,,,,,,,,Brentford,defender
53,,,39155,0,0,0,0,0,3,2.3,,0,Adam,0.0,False,,,5.5,39155.jpg,1.9,Lallana,0.3,False,,a,4,36,58,0,0,0,0,0.0,10.5,Lallana,1584,1,1,5,18,0,0,0,0,0,0,2,265,255.2,355.7,302.0,91.0,226,98,94,62,114,67,146,81,5.0,,,,,,2.538467565702072,0.4615395574003767,1.0824062069063287,Brighton,midfielder
54,,,49262,0,0,0,0,0,1,1.5,,0,Jason,0.0,False,,,4.0,49262.jpg,0.0,Steele,1.8,False,,a,4,36,0,0,0,0,0,0.0,0.0,Steele,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,366,38,341,13,334,9,366,38,,,,,,,,,,Brighton,goalkeeper
55,,,60307,0,0,0,0,0,3,2.6,,0,Pascal,0.0,False,,,6.0,60307.jpg,3.4,Groß,0.5,False,,a,4,36,116,0,0,0,0,0.0,19.3,Groß,2479,3,8,10,28,0,0,1,3,0,0,11,525,620.4,1087.8,415.0,212.3,60,20,6,4,81,47,26,17,1.0,,1.0,,1.0,,3.763420699632344,0.6272367832720573,1.5364100669212197,Brighton,midfielder
56,,,61933,0,0,0,0,0,2,1.5,,0,Shane,0.0,False,,,4.0,61933.jpg,0.0,Duffy,4.1,False,,a,4,36,0,0,0,0,0,0.0,0.0,Duffy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,367,126,343,127,336,124,367,126,,,,,,,,,,Brighton,defender
57,0.0,,66242,0,0,0,0,0,3,0.0,,0,Davy,0.0,False,Transferred to PSV Eindhoven,2021-06-25T10:07:47.190365Z,4.5,66242.jpg,1.3,Pröpper,0.0,False,,u,4,36,9,0,0,0,0,0.0,2.0,Pröpper,209,0,0,0,2,0,0,0,0,0,0,0,38,24.0,5.1,52.0,8.2,348,156,329,158,279,142,335,151,,,,,,,1.7430174693874296,0.3873372154194288,0.8216663148869779,Brighton,midfielder
58,25.0,,78916,0,0,0,0,0,2,0.5,,0,Dan,0.0,False,Knee injury - 25% chance of playing,2021-08-06T16:30:04.717960Z,4.5,78916.jpg,2.4,Burn,0.2,False,,d,4,36,64,0,0,0,0,0.0,14.2,Burn,2057,1,0,6,28,1,0,0,5,0,0,1,330,389.0,183.1,214.0,78.2,167,62,170,37,154,32,178,50,,,,,,,3.2081809886608283,0.7129291085912952,1.512351021570556,Brighton,defender
59,,,83299,0,0,0,0,0,2,2.7,,0,Lewis,0.0,False,,,5.0,83299.jpg,3.9,Dunk,6.8,False,,a,4,36,130,0,0,0,0,0.0,26.0,Dunk,2932,5,0,11,40,1,0,0,5,2,0,17,626,720.4,136.7,443.0,130.2,39,8,193,46,75,2,82,14,,,3.0,,,,3.694180988660829,0.7388361977321658,1.6520879623665987,Brighton,defender
60,,,109345,0,0,0,0,0,3,2.3,,0,Solomon,0.0,False,,,5.5,109345.jpg,3.3,March,0.1,False,,a,4,36,69,0,0,0,0,0.0,12.5,March,1670,2,2,7,25,0,0,0,0,0,0,6,283,368.6,414.3,322.0,110.5,177,71,71,51,106,62,108,63,,,,,,,3.2949826120463026,0.5990877476447823,1.4049853065351043,Brighton,midfielder
61,,,110735,0,0,0,0,0,2,2.2,,0,Adam,0.0,False,,,4.5,110735.jpg,2.9,Webster,0.6,False,,a,4,36,85,0,0,0,0,0.0,18.9,Webster,2594,1,0,9,35,0,0,0,4,0,0,0,470,505.4,96.6,244.0,84.6,115,41,232,63,137,21,165,39,,,,,,,3.2163574592490645,0.7147461020553476,1.5162054467699653,Brighton,defender
62,,,111478,0,0,0,0,0,2,2.2,,0,Joël,0.0,False,,,4.5,111478.jpg,3.4,Veltman,3.8,False,,a,4,36,96,0,0,0,0,0.0,21.3,Veltman,2280,1,1,9,27,0,0,0,3,0,0,10,432,484.4,366.0,169.0,102.1,132,51,89,18,177,44,125,26,,,,,,,3.731113999710553,0.8291364443801229,1.7588640070502628,Brighton,defender
63,,,115382,0,0,0,0,0,4,2.5,,0,Neal,0.0,False,,,6.5,115382.jpg,3.2,Maupay,2.3,False,,a,4,36,105,0,0,0,0,0.0,16.2,Maupay,2508,8,2,10,34,0,0,1,1,1,0,12,334,442.2,443.2,1103.0,198.5,151,20,66,7,15,10,35,11,,,,,3.0,,3.9442925545908967,0.6068142391678303,1.5470788233213628,Brighton,forward
64,,,116216,0,0,0,0,0,3,2.7,,0,Leandro,0.0,False,,,6.5,116216.jpg,3.8,Trossard,1.5,False,,a,4,36,132,0,0,0,0,0.0,20.3,Trossard,2602,5,6,12,30,0,0,0,2,0,0,15,406,543.4,725.1,759.0,202.8,93,33,23,19,39,20,32,20,3.0,,2.0,,,,3.8260977752080665,0.5886304269550872,1.5007190166692208,Brighton,midfielder
65,0.0,,131897,0,0,0,0,0,1,0.0,,0,Mathew,0.0,False,Transferred to Real Sociedad,2021-07-12T23:00:04.491624Z,4.5,131897.jpg,2.6,Ryan,0.1,False,,u,4,36,37,0,0,0,0,0.0,8.2,Ryan,1260,0,0,3,21,0,0,0,1,0,24,0,216,193.6,10.7,2.0,20.6,250,21,316,3,325,3,311,21,,,,,,,3.0034627746755707,0.6674361721501268,1.4158459300096398,Brighton,goalkeeper
66,0.0,,165210,0,0,0,0,0,3,0.0,,0,Alireza,0.0,False,Transferred to Feyenoord,2021-07-20T17:00:05.398504Z,5.5,165210.jpg,1.1,Jahanbakhsh,0.0,False,,u,4,36,24,0,0,0,0,0.0,4.4,Jahanbakhsh,520,0,1,1,9,0,0,0,3,0,0,0,102,73.2,162.8,221.0,45.5,321,141,178,108,150,87,255,119,,,,,,,2.1294683595040653,0.3871760653643755,0.9080083594057465,Brighton,midfielder
68,0.0,,209362,0,0,0,0,0,2,0.0,,0,Bernardo,0.0,False,Transferred to RB Salzburg,2021-07-08T07:33:34.790576Z,4.0,209362.jpg,0.0,Fernandes Da Silva Junior,0.1,False,,u,4,36,0,0,0,0,0,0.0,0.0,Bernardo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,372,128,349,129,342,126,372,128,,,,,,,,,,Brighton,defender
69,,,215059,0,0,0,0,0,1,2.3,,0,Robert,0.0,False,,,4.5,215059.jpg,3.7,Sánchez,22.8,False,,a,4,36,101,0,0,0,0,0.0,22.4,Sánchez,2430,0,0,10,27,0,0,0,2,0,66,8,514,542.2,10.0,4.0,55.8,94,16,319,6,322,2,225,16,,,,,,,3.717834454007364,0.8261854342238587,1.7526039691717283,Brighton,goalkeeper
70,,,227127,0,0,0,0,0,3,1.5,,0,Yves,0.0,False,,,4.5,227127.jpg,2.1,Bissouma,13.5,False,,a,4,36,77,0,0,0,0,0.0,17.1,Bissouma,3112,1,0,11,42,0,0,0,8,1,0,2,487,523.6,295.5,196.0,101.1,104,39,117,75,162,90,129,74,,,,,,,2.279886156256117,0.5066413680569148,1.0747486409480218,Brighton,midfielder
71,25.0,,232792,0,0,0,0,0,2,0.5,,0,Tariq,0.0,False,Hamstring injury - 25% chance of playing,2021-07-27T10:00:07.150819Z,4.5,232792.jpg,3.2,Lamptey,3.2,False,,d,4,36,35,0,0,0,0,0.0,7.8,Lamptey,887,1,3,2,15,0,0,0,2,1,0,2,156,147.8,162.9,156.0,46.7,282,106,177,41,187,50,250,81,,,,,,,3.422668912891295,0.7605930917536211,1.6134615987078822,Brighton,defender
72,,,233425,0,0,0,0,0,4,2.0,,0,Aaron,0.0,False,,,5.5,233425.jpg,2.2,Connolly,0.2,False,,a,4,36,38,0,0,0,0,0.0,6.9,Connolly,783,2,1,1,17,0,0,0,0,0,0,2,95,104.2,74.1,307.0,48.2,304,36,261,38,111,33,247,34,,,,,,,2.453060773480664,0.4460110497237571,1.0459886283398507,Brighton,forward
73,,,235382,0,0,0,0,0,3,1.9,,0,Steven,0.0,False,,,5.0,235382.jpg,2.3,Alzate,0.1,False,,a,4,36,35,0,0,0,0,0.0,7.0,Alzate,892,1,0,5,17,0,0,0,2,0,0,3,141,132.2,154.9,88.0,37.6,288,125,182,111,243,127,279,126,,,,,,,2.3422238185937787,0.46844476371875576,1.047474335378965,Brighton,midfielder
74,,,243016,0,0,0,0,0,3,2.3,,0,Alexis,0.0,False,,,5.5,243016.jpg,2.3,Mac Allister,0.1,False,,a,4,36,48,0,0,0,0,0.0,8.7,Mac Allister,1108,1,1,5,14,0,0,0,1,0,0,3,148,170.6,210.6,235.0,61.5,267,117,158,101,142,83,219,102,4.0,,4.0,,,,2.6933663797618923,0.48970297813852587,1.1484552831467052,Brighton,midfielder
75,,,243505,0,0,0,0,0,3,1.5,,0,Jakub,0.0,False,,,4.5,243505.jpg,1.8,Moder,0.2,False,,a,4,36,21,0,0,0,0,0.0,4.7,Moder,643,0,0,2,10,0,0,0,0,0,0,0,59,63.8,62.2,162.0,28.8,327,145,269,144,183,99,298,140,,,,,,,2.436509532879493,0.5414465628621096,1.148581608749838,Brighton,midfielder
447,0.0,,50175,0,0,0,0,0,4,0.0,,0,Danny,0.0,False,Hamstring injury - Expected back 11 Sep,2021-08-02T13:30:12.546776Z,6.0,50175.jpg,3.7,Welbeck,0.8,False,,i,4,36,89,0,0,0,0,0.0,14.8,Welbeck,1541,6,4,6,18,0,0,1,0,0,0,15,286,319.8,269.7,595.0,117.7,198,24,129,20,54,24,96,24,,,,,2.0,,3.7168037742876647,0.6194672957146108,1.517378786842573,Brighton,forward
462,,,423649,0,0,0,0,0,3,2.6,,0,Enock,0.0,False,,,6.0,423649.jpg,0.0,Mwepu,0.2,False,,a,4,36,0,0,0,0,0,0.0,0.0,Mwepu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,486,202,486,202,486,202,486,202,,,,,,,,,,Brighton,midfielder
476,25.0,,240514,0,0,0,0,0,1,0.6,,0,Kjell,0.0,False,Ankle injury - 25% chance of playing,2021-08-08T16:00:04.206498Z,4.5,240514.jpg,0.0,Scherpen,0.2,False,,d,4,36,0,0,0,0,0,0.0,0.0,Scherpen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,425,52,415,42,411,39,425,52,,,,,,,,,,Brighton,goalkeeper
98,,,17761,0,0,0,0,0,2,1.7,,0,James,0.0,False,,,5.0,17761.jpg,3.0,Tarkowski,1.4,False,,a,5,90,109,0,0,0,0,0.0,21.8,Tarkowski,3240,1,0,11,50,0,0,0,6,0,0,9,534,773.4,148.0,350.0,127.7,25,6,186,44,98,9,85,15,,,,,,,2.989548056519959,0.5979096113039918,1.3369665352762024,Burnley,defender
99,,,17997,0,0,0,0,0,2,0.5,,0,Phil,0.0,False,,,4.0,17997.jpg,0.5,Bardsley,1.0,False,,a,5,90,2,0,0,0,0,0.0,0.5,Bardsley,273,0,0,0,8,0,0,0,2,0,0,0,28,39.4,12.9,6.0,5.9,337,122,310,114,320,120,344,123,,,,,,,1.5285388822080328,0.3821347205520082,0.7642694411040164,Burnley,defender
100,,,39487,0,0,0,0,0,2,1.2,,0,Erik,0.0,False,,,4.5,39487.jpg,2.5,Pieters,0.3,False,,a,5,90,50,0,0,0,0,0.0,11.1,Pieters,1260,0,3,3,19,1,0,0,1,0,0,5,203,199.4,77.0,63.0,34.0,248,91,256,78,271,91,286,99,5.0,,,,,,2.579196340771569,0.5731547423936819,1.2158448150474037,Burnley,defender
101,,,40145,0,0,0,0,0,3,0.5,,0,Jack,0.0,False,,,4.5,40145.jpg,2.1,Cork,0.1,False,,a,5,90,33,0,0,0,0,0.0,7.3,Cork,1350,0,0,4,24,0,0,0,2,0,0,0,154,140.0,126.2,82.0,34.9,286,124,202,125,250,130,282,129,,,,,,,2.2750892660065536,0.5055753924459008,1.0724873651986393,Burnley,midfielder
102,25.0,,40845,0,0,0,0,0,3,0.1,,0,Dale,0.0,False,Ankle injury - 25% chance of playing,2021-08-02T14:00:11.997802Z,4.5,40845.jpg,1.1,Stephens,0.1,False,,d,5,90,8,0,0,0,0,0.0,1.8,Stephens,257,0,0,0,4,0,0,0,1,0,0,0,33,31.0,8.3,41.0,8.0,343,154,323,155,287,144,337,152,,,,,,,1.4571347205520084,0.3238077156782241,0.6868998946697934,Burnley,midfielder
103,25.0,,41674,0,0,0,0,0,2,0.1,,0,Kevin,0.0,False,Achilles injury - 25% chance of playing,2021-08-02T14:00:12.013515Z,4.0,41674.jpg,1.8,Long,0.6,False,,d,5,90,14,0,0,0,0,0.0,3.5,Long,636,0,0,1,13,0,0,0,2,0,0,1,85,102.6,12.0,25.0,14.0,306,112,312,115,302,114,323,116,,,,,,,2.3956817393508905,0.5989204348377226,1.1978408696754452,Burnley,defender
104,,,44683,0,0,0,0,0,4,1.0,,0,Jay,0.0,False,,,5.5,44683.jpg,1.7,Rodriguez,0.8,False,,a,5,90,54,0,0,0,0,0.0,9.8,Rodriguez,1248,1,3,4,25,0,0,0,3,0,0,2,125,149.8,97.4,449.0,68.9,281,33,229,33,73,30,202,31,,,,,3.0,,1.8515250665029668,0.3366409211823576,0.7894929410576036,Burnley,forward
105,,,44699,0,0,0,0,0,4,1.0,,0,Ashley,0.0,False,,,5.5,44699.jpg,2.4,Barnes,1.9,False,,a,5,90,52,0,0,0,0,0.0,9.5,Barnes,1324,3,0,6,19,0,0,0,4,0,0,7,107,153.8,243.6,548.0,93.8,279,32,142,23,55,25,141,28,,,,,2.0,,2.8624615384615386,0.5204475524475525,1.2205577010807656,Burnley,forward
106,,,51927,0,0,0,0,0,2,1.7,,0,Ben,0.0,False,,,5.0,51927.jpg,3.4,Mee,0.9,False,,a,5,90,102,0,0,0,0,0.0,20.4,Mee,2693,2,0,10,41,0,0,0,3,0,0,7,500,691.0,71.6,312.0,107.9,50,14,263,83,109,14,112,20,,,,,,,2.8952055488747,0.57904110977494,1.2947752832236838,Burnley,defender
107,,,60551,0,0,0,0,0,3,1.3,,0,Ashley,0.0,False,,,5.5,60551.jpg,2.9,Westwood,0.7,False,,a,5,90,112,0,0,0,0,0.0,20.4,Westwood,3410,3,4,11,55,0,0,0,7,0,0,5,585,559.2,843.2,156.0,156.1,87,30,14,10,188,100,60,34,1.0,,,,,,2.7463684419411165,0.49933971671656663,1.1710554383965754,Burnley,midfielder
108,,,60586,0,0,0,0,0,3,1.3,,0,Johann Berg,0.0,False,,,5.5,60586.jpg,2.3,Gudmundsson,0.1,False,,a,5,90,50,0,0,0,0,0.0,9.1,Gudmundsson,1358,2,0,3,24,0,0,0,2,0,0,3,175,193.6,160.8,170.0,52.3,251,110,180,109,175,95,240,114,3.0,,3.0,,,,2.3816347205520083,0.4330244946458197,1.0155324570381645,Burnley,midfielder
109,,,60689,0,0,0,0,0,4,1.7,,0,Chris,0.0,False,,,7.0,60689.jpg,4.2,Wood,2.9,False,,a,5,90,138,0,0,0,0,0.0,19.7,Wood,2741,12,3,9,43,0,0,0,0,0,0,16,395,595.8,323.2,1129.0,204.0,66,9,104,16,13,9,30,9,,,,,1.0,,4.326400192169109,0.6180571703098726,1.6352255686602164,Burnley,forward
110,,,68983,0,0,0,0,0,2,1.2,,0,Matthew,0.0,False,,,4.5,68983.jpg,3.0,Lowton,3.3,False,,a,5,90,103,0,0,0,0,0.0,22.9,Lowton,3060,1,1,10,47,0,0,0,5,0,0,6,545,551.2,380.8,125.0,105.8,90,32,84,17,210,61,118,24,,,,,,,2.7971131460067777,0.6215806991126173,1.31857178219162,Burnley,defender
111,,,81183,0,0,0,0,0,4,1.0,,0,Matej,0.0,False,,,5.5,81183.jpg,2.2,Vydra,0.9,False,,a,5,90,62,0,0,0,0,0.0,11.3,Vydra,1359,3,2,3,24,0,0,0,0,0,0,2,194,197.4,194.0,491.0,87.3,249,29,166,28,63,27,157,29,,,,,,,2.6734293352343617,0.48607806095170214,1.1399540987961385,Burnley,forward
112,,,98747,0,0,0,0,0,1,2.8,,0,Nick,0.0,False,,,5.5,98747.jpg,4.5,Pope,5.2,False,,a,5,90,144,0,0,0,0,0.0,26.2,Pope,2880,0,0,11,37,0,0,0,1,0,114,20,652,846.6,20.0,2.0,86.8,12,5,302,1,328,5,159,4,,,,,,,4.041038882208032,0.7347343422196423,1.7231047690152557,Burnley,goalkeeper
113,,,103914,0,0,0,0,0,2,1.2,,0,Charlie,0.0,False,,,4.5,103914.jpg,2.9,Taylor,0.9,False,,a,5,90,83,0,0,0,0,0.0,18.4,Taylor,2425,0,2,8,42,0,0,0,1,0,0,5,451,494.4,248.5,52.0,79.5,124,47,139,29,280,98,174,47,,,,,,,2.71434717615731,0.6031882613682912,1.279555529836927,Burnley,defender
114,,,168399,0,0,0,0,0,1,1.3,,0,Will,0.0,False,,,4.5,168399.jpg,1.5,Norris,0.2,False,,a,5,90,3,0,0,0,0,0.0,0.7,Norris,180,0,0,0,4,0,0,0,0,0,2,0,20,15.2,10.0,0.0,2.6,354,33,318,5,384,35,352,29,,,,,,,2.5285388822080326,0.5618975293795628,1.1919646600687686,Burnley,goalkeeper
115,,,172782,0,0,0,0,0,3,0.5,,0,Josh,0.0,False,,,4.5,172782.jpg,2.2,Brownhill,3.3,False,,a,5,90,74,0,0,0,0,0.0,16.4,Brownhill,2812,0,1,10,42,0,0,0,2,0,0,0,359,350.4,309.1,384.0,104.5,188,77,109,71,89,51,120,69,,,1.0,,,,2.436611874501538,0.5414693054447862,1.148629853053135,Burnley,midfielder
116,0.0,,217401,0,0,0,0,0,3,0.0,,0,Josh,0.0,False,Transferred to Barnsley,2021-07-31T16:20:53.282166Z,4.5,217401.jpg,1.7,Benson,0.0,False,,u,5,90,10,0,0,0,0,0.0,2.2,Benson,260,0,0,1,7,0,0,0,0,0,0,0,27,16.0,7.9,13.0,3.7,353,158,325,156,314,151,349,157,,,5.0,,,,1.919634720552008,0.4265854934560018,0.9049244855356453,Burnley,midfielder
117,0.0,,220037,0,0,0,0,0,1,0.0,,0,Bailey,0.0,False,Joined Sheffield Wednesday on a season-long loan,2021-07-27T22:30:10.385580Z,4.5,220037.jpg,0.8,Peacock-Farrell,0.1,False,,u,5,90,3,0,0,0,0,0.0,0.7,Peacock-Farrell,360,0,0,0,14,0,0,0,0,0,10,0,49,82.6,0.0,0.0,8.2,316,24,404,40,400,37,336,24,,,,,,,1.6785388822080327,0.37300864049067395,0.7912708173963916,Burnley,goalkeeper
118,,,433154,0,0,0,0,0,3,1.6,,0,Dwight,0.0,False,,,6.0,433154.jpg,3.1,McNeil,0.3,False,,a,5,90,113,0,0,0,0,0.0,18.8,McNeil,3068,2,5,11,50,0,0,0,1,0,0,8,493,591.8,790.3,277.0,166.3,70,23,18,14,129,79,52,30,2.0,,4.0,,,,3.1236282667310524,0.520604711121842,1.2752158999375516,Burnley,midfielder
451,,,432830,0,0,0,0,0,2,1.2,,0,Nathan,0.0,False,,,4.5,432830.jpg,0.0,Collins,0.1,False,,a,5,90,0,0,0,0,0,0.0,0.0,Collins,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,431,165,421,165,417,164,431,165,,,,,,,,,,Burnley,defender
480,,,20066,0,0,0,0,0,1,1.3,,0,Wayne,0.0,False,,,4.5,20066.jpg,0.0,Hennessey,0.3,False,,a,5,90,0,0,0,0,0,0.0,0.0,Hennessey,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,383,46,361,24,355,20,383,46,,,,,,,,,,Burnley,goalkeeper
119,,,41328,0,0,0,0,0,2,3.4,,0,César,0.0,False,,,6.0,41328.jpg,4.3,Azpilicueta,3.4,False,,a,6,8,113,0,0,0,0,0.0,18.8,Azpilicueta,2187,1,2,13,20,0,0,0,5,1,0,12,518,502.2,413.3,164.0,107.9,117,43,73,14,182,46,113,21,,,,,,,4.090064011793737,0.6816773352989561,1.6697616407025622,Chelsea,defender
120,0.0,,44346,0,0,0,0,0,4,0.0,,0,Olivier,0.0,False,Transferred to AC Milan,2021-07-18T11:00:04.218580Z,6.5,44346.jpg,2.8,Giroud,0.1,False,,u,6,8,47,0,0,0,0,0.0,7.2,Giroud,740,4,0,4,5,0,0,0,1,0,0,6,139,161.4,112.0,403.0,67.2,275,31,214,32,83,32,209,32,,,,,,,3.115744680851064,0.47934533551554825,1.2220956097717306,Chelsea,forward
121,,,51090,0,0,0,0,0,2,3.0,,0,Thiago,0.0,False,,,5.5,51090.jpg,4.0,Emiliano da Silva,3.4,False,,a,6,8,92,0,0,0,0,0.0,16.7,Thiago Silva,1935,2,0,10,25,0,0,0,3,1,0,10,481,537.8,84.9,223.0,84.5,97,34,247,71,147,27,168,42,,,,,,,,,,Chelsea,defender
122,,,82263,0,0,0,0,0,2,3.0,,0,Marcos,0.0,False,,,5.5,82263.jpg,4.4,Alonso,1.3,False,,a,6,8,57,0,0,0,0,0.0,10.4,Alonso,958,2,1,5,13,0,0,0,2,0,0,5,225,224.2,204.1,328.0,75.6,238,90,159,32,105,12,186,55,6.0,,2.0,,,,4.487182059933202,0.8158512836242185,1.9133408591916048,Chelsea,defender
123,,,85955,0,0,0,0,0,3,2.6,,0,Jorge Luiz,0.0,False,,,6.0,85955.jpg,4.1,Frello Filho,3.9,False,,a,6,8,114,0,0,0,0,0.0,19.0,Jorginho,2006,7,2,14,17,0,0,2,2,0,0,15,485,588.8,383.5,175.0,114.9,71,24,83,57,174,94,101,59,,,,,1.0,,3.929201640795068,0.6548669401325113,1.6040898527423921,Chelsea,midfielder
124,,,88894,0,0,0,0,0,3,2.3,,0,Ross,0.0,False,,,5.5,88894.jpg,2.9,Barkley,0.2,False,,a,6,8,76,0,0,0,0,0.0,13.8,Barkley,1566,3,2,8,24,0,0,0,0,0,0,4,286,274.2,579.3,431.0,128.6,216,91,43,31,77,45,84,50,,,,,,,3.1234473871205,0.567899524931,1.3318424408663005,Chelsea,midfielder
125,,,91651,0,0,0,0,0,3,1.9,,0,Mateo,0.0,False,,,5.0,91651.jpg,2.0,Kovacic,0.2,False,,a,6,8,54,0,0,0,0,0.0,10.8,Kovacic,1809,0,1,9,26,0,0,0,4,0,0,0,332,332.4,384.8,153.0,87.0,193,80,82,56,193,104,158,89,,,,,,,2.3911260266522825,0.4782252053304565,1.0693440676726955,Chelsea,midfielder
