id,adjusted points,adjusted points per game,assists,assists_week1,assists_week2,assists_week3,assists_week4,bonus,bonus_week1,bonus_week2,bonus_week3,bonus_week4,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheet_points,clean_sheets,cleansheet_week1,cleansheet_week2,cleansheet_week3,cleansheet_week4,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,form 10,form 15,form 20,form 5,games played,gameweek,gameweek 10 prediction,gameweek 11 prediction,gameweek 12 prediction,gameweek 13 prediction,gameweek 2 prediction,gameweek 3 prediction,gameweek 4 prediction,gameweek 5 prediction,gameweek 6 prediction,gameweek 7 prediction,gameweek 8 prediction,gameweek 9 prediction,goals_conceded,goals_scored,goals_week1,goals_week2,goals_week3,goals_week4,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,team_name,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value,value form 10,value form 5,valuePoints metric,value_form,value_next10,value_season,web_name,xA,xA_points,xA_week1,xA_week2,xA_week3,xA_week4,xG,xG+xA,xG+xA per game,xGA_week1,xGA_week2,xGA_week3,xGA_week4,xG_points,xG_week1,xG_week2,xG_week3,xG_week4,xPoints,xPoints week 1,xPoints week 2,xPoints week 3,xPoints week 4,xPoints_next10,yellow_cards,gameweek 14 prediction
498,,,0,,,,,0,,,,,0,,,,0,,,,,232247,,,0,0,0,0,0.0,481,184,,,0,2,-0.5,-0.5,0,Dominic,0.0,,,,,,4,3.666752338409424,3.721921443939209,3.881318092346192,2.151217699050904,,,,3.021772146224976,2.2836577892303467,2.5154616832733154,2.6976354122161865,3.721921443939209,0,0,,,,,0.0,490,184,False,0.0,485,185,0,,,45,0,0,,0,,232247.jpg,0.0,0,0,Thompson,0.0,False,,a,3,94,Brentford,0.0,445,173,0,680,104,1966,243,,,,,0.0,6.953843381669787,0.0,Thompson,,,,,,,,,,,,,,,,,,,,,,,,31.29229521751404,0,3.630637168884277
499,3.9686491379107247,1.9843245689553624,0,,,0.0,0.0,0,,,0.0,0.0,7,100.0,100.0,0.9686491379107248,1,,,0.0,1.0,432160,,,0,0,0,0,1.4,293,152,,,0,3,0.8,0.8,3,Shandon,1.3,,,,,2.0,4,2.573357582092285,2.620965480804444,2.780362129211426,1.7508869171142578,,,,2.5520005226135254,1.8833272457122805,2.045689582824707,2.0177366733551025,2.620965480804444,0,0,,,0.0,0.0,0.5,350,161,False,0.0,550,217,75,,2021-08-19T18:30:11.877010Z,50,0,0,,0,,432160.jpg,2.0,0,0,Baptiste,0.0,False,,a,3,94,Brentford,4.0,269,138,4,841,277,2131,207,0.3968649137910724,,,0.8874169251214318,0.3,4.674994564056396,0.8,Baptiste,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.6000000000000001,0.1999999999999997,0.0,,,0.0,0.0,2.818730753077982,,,1.0,2.818730753077982,23.374972820281982,0,2.529681205749512
524,2.9686491379107247,1.4843245689553624,0,,0.0,0.0,,0,,0.0,0.0,,3,,,0.9686491379107248,0,,0.0,0.0,0.0,216646,,,-1,1,-1,1,0.6,315,159,,,0,3,0.2,0.2,0,Yoane,0.7,,,,,2.0,4,2.749597311019897,2.8205010890960693,2.979897737503052,1.92712664604187,,,,2.7282402515411377,2.059567213058472,2.2219295501708984,2.193977117538452,2.8205010890960693,0,0,,0.0,0.0,,0.3,361,168,False,1.2,351,161,37,,,59,0,0,,0,,216646.jpg,1.0,0,0,Wissa,0.0,False,,a,3,94,Brentford,2.0,291,149,2,995,122,3616,391,0.2515804354161631,,,0.6110867543620125,0.1,4.276365223577467,0.3,Wissa,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.6000000000000001,0.6000000000000001,0.1999999999999997,0.0,,0.0,0.0,,,,1.0,1.0,,25.230554819107056,0,2.7292168140411377
556,,,0,,,,,0,,,,,0,,,,0,,,,,240796,,,0,0,0,0,0.0,486,50,,,0,1,-0.5,-0.5,0,Álvaro,0.0,,,,,,4,3.937254667282105,3.9412808418273926,4.100677013397217,2.9366071224212646,,,,3.88150954246521,3.135549783706665,3.3751988410949707,3.2786788940429688,3.9412808418273926,0,0,,,,,0.0,495,62,False,0.0,491,62,0,,,45,0,0,,0,,240796.jpg,0.0,0,0,Fernández,0.1,False,,a,3,94,Brentford,0.0,451,48,0,3614,479,1901,512,,,,,0.0,8.087396568722195,0.0,Fernández,,,,,,,,,,,,,,,,,,,,,,,,36.39328455924988,0,3.865247011184693
569,,,0,,,,,0,,,,,0,,,,0,,,,,450550,,,0,0,0,0,0.0,391,145,,,0,2,-0.5,-0.5,0,Finley,0.0,,,,,,4,3.666752338409424,3.721921443939209,3.881318092346192,2.151217699050904,,,,3.021772146224976,2.2836577892303467,2.5154616832733154,2.6976354122161865,3.721921443939209,0,0,,,,,0.0,408,145,False,0.0,400,144,0,,,40,0,0,,0,,450550.jpg,0.0,0,0,Stevens,0.2,False,,a,3,94,Brentford,0.0,335,118,0,18572,3396,5978,1940,,,,,0.0,7.82307380437851,0.0,Stevens,,,,,,,,,,,,,,,,,,,,,,,,31.29229521751404,0,3.630637168884277
594,,,0,,,,,0,,,,,0,,,,0,,,,,48760,,,0,0,0,0,0.0,434,174,,,0,2,1.3,1.3,0,Mathias,0.0,,,,,,4,3.666752338409424,3.721921443939209,3.881318092346192,2.151217699050904,,,,3.021772146224976,2.2836577892303467,2.5154616832733154,2.6976354122161865,3.721921443939209,0,0,,,,,0.0,447,174,False,0.0,440,174,0,,,45,0,0,,0,,48760.jpg,0.0,0,0,Jorgensen,0.0,False,,a,3,94,Brentford,0.0,390,159,0,169,123,52,39,,,,,0.0,6.953843381669787,0.0,Zanka,,,,,,,,,,,,,,,,,,,,,,,,31.29229521751404,0,3.630637168884277
53,7.399750996444621,1.8499377491111555,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,38,,,1.3997509964446213,2,0.0,1.0,0.0,1.0,39155,5.0,,0,0,-1,1,11.5,230,125,,,0,3,1.8,2.8,3,Adam,2.3,,,,,4.0,4,2.1507513523101807,2.710571527481079,2.304606914520264,2.676075220108032,,,,2.8466153144836426,2.34917950630188,2.67357873916626,2.8466153144836426,2.0592799186706543,2,0,0.0,0.0,0.0,0.0,3.9,275,123,False,19.4,254,101,272,,,54,0,0,,0,,39155.jpg,2.0,0,0,Lallana,0.2,False,,a,4,36,Brighton,8.0,234,123,8,5167,1126,10813,1499,0.342581064650214,,,0.796086454869771,0.4,4.605616375252052,1.5,Lallana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.7999999999999998,1.6,0.7000000000000002,0.0,0.0,0.0,0.0,0.0,2.4965853037914094,1.0,2.4493289641172216,1.0,2.4965853037914094,24.870328426361084,0,2.253054618835449
54,,,0,,,,,0,,,,,0,,,,0,,,,,49262,,,0,0,0,0,0.0,367,12,,,0,1,-0.5,0.5,0,Jason,0.0,,,,,,4,2.8222010135650635,3.8395767211914062,3.3078842163085938,3.752187728881836,,,,3.91815447807312,3.4633922576904297,3.708244562149048,3.91815447807312,2.8394908905029297,0,0,,,,,0.0,385,31,False,0.0,377,31,0,,,40,0,0,,0,,49262.jpg,0.0,0,0,Steele,3.6,False,,a,4,36,Brighton,0.0,309,9,0,144097,21651,57445,9553,,,,,0.0,8.6428741812706,0.0,Steele,,,,,,,,,,,,,,,,,,,,,,,,34.5714967250824,0,3.0022103786468506
55,13.191813247333464,4.3972710824444885,2,1.0,1.0,0.0,,1,1.0,0.0,0.0,,70,25.0,,1.049813247333466,1,0.0,1.0,0.0,0.0,60307,1.0,,0,0,0,0,143.6,9,6,2.0,,0,3,0.6,3.2,0,Pascal,2.7,,,,,3.0,4,3.276197671890259,4.006214141845703,3.755595445632935,3.978468656539917,,,,4.025583744049072,3.57187557220459,3.969764232635498,4.025583744049072,3.131887674331665,3,0,0.0,0.0,0.0,,27.3,29,20,False,85.4,65,26,270,Lack of match fitness - 25% chance of playing,2021-09-11T17:30:15.909181Z,60,0,0,1.0,0,,60307.jpg,4.7,0,0,Groß,0.6,False,,d,4,36,Brighton,44.0,97,51,14,48826,533,48914,17062,0.7328785137407481,,,1.795178402114143,0.4,6.166021585464478,2.3,Groß,0.7,2.1,0.2,0.2,0.2999999999999999,,0.3,1.0,0.3333333333333333,1.1,0.7999999999999998,1.6,0.7000000000000002,1.5,0.1,0.0,0.1999999999999999,,,5.20387108369808,3.8203289641172224,4.101896517994655,,36.99612951278687,0,3.2549586296081543
56,15.399003985778483,3.849750996444621,0,0.0,0.0,0.0,0.0,3,0.0,3.0,0.0,0.0,93,,,5.599003985778485,2,0.0,1.0,0.0,1.0,61933,,,0,0,2,-2,1.9,284,93,,,1,2,6.2,7.2,5,Shane,6.7,,,,,4.0,4,2.8995749950408936,4.120104789733887,3.741688489913941,4.090963363647461,,,,4.221359252929688,3.7668049335479736,4.082259178161621,4.221359252929688,2.8234379291534424,3,1,0.0,1.0,0.0,0.0,24.6,44,5,False,129.2,9,2,360,,,42,0,0,,0,,61933.jpg,5.5,0,0,Duffy,18.8,False,,a,4,36,Brighton,114.0,34,2,22,1394949,258257,302086,59982,0.916607380105862,,,1.878486139131997,1.6,8.807972726367769,5.2,Duffy,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.075,1.1,0.7999999999999998,1.6,0.7000000000000002,1.7999999999999998,0.1,0.1,0.0999999999999999,0.0,2.9863412151656377,3.93148433479232,6.397315856468886,2.407586071978621,2.9863412151656377,36.99348545074463,2,3.025933265686035
57,,,0,,,,,0,,,,,0,0.0,0.0,,0,,,,,66242,,,0,0,0,0,0.0,438,177,,,0,3,0.0,0.0,0,Davy,0.0,,,,,,4,2.217433452606201,2.919862031936645,2.485872268676758,2.862069845199585,,,,2.9984395503997803,2.566857099533081,2.818126678466797,2.9984395503997803,2.160200357437134,0,0,,,,,0.0,450,173,False,0.0,443,169,0,Transferred to PSV Eindhoven,2021-06-25T10:07:47.190365Z,45,0,0,,0,,66242.jpg,0.0,0,0,Pröpper,0.0,False,,u,4,36,Brighton,0.0,394,156,0,0,0,55,6,,,,,0.0,5.8549903763665085,0.0,Pröpper,,,,,,,,,,,,,,,,,,,,,,,,26.34745669364929,0,2.3201558589935303
58,,,0,,,,,0,,,,,0,0.0,0.0,,0,,,,,78916,,,0,0,-1,1,0.0,406,158,,,0,2,0.0,0.0,0,Dan,0.0,,,,,,4,2.1592352390289307,3.620217323303223,2.998183012008667,3.496936082839966,,,,3.698795080184937,3.079167604446411,3.2319140434265137,3.698795080184937,2.102002143859864,0,0,,,,,0.0,422,158,False,0.0,415,158,0,Knee injury - Unknown return date,2021-08-06T16:30:04.717960Z,44,0,0,,0,,78916.jpg,0.0,0,0,Burn,0.0,False,,i,4,36,Brighton,0.0,352,133,0,268,41,1706,132,,,,,0.0,6.912873766639016,0.0,Burn,,,,,,,,,,,,,,,,,,,,,,,,30.41664457321167,0,2.3313989639282227
59,14.599003985778484,3.649750996444621,0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,2.0,82,,,5.599003985778485,2,0.0,1.0,0.0,1.0,83299,,,0,0,0,0,3.8,263,85,4.0,,0,2,4.5,5.5,8,Lewis,5.0,,,,,4.0,4,2.856786727905273,4.151307582855225,3.640167236328125,4.058072566986084,,,,4.310351848602295,3.685619115829468,4.049368381500244,4.310351848602295,2.8040688037872314,3,0,0.0,0.0,0.0,0.0,6.2,230,75,False,56.2,137,55,360,,,50,0,0,,0,,83299.jpg,4.2,0,0,Dunk,4.6,False,,a,4,36,Brighton,2.0,284,95,17,63750,13252,170894,25440,0.7299501992889242,,,1.6322182657995532,1.0,7.369847822189331,3.4,Dunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.7999999999999998,1.6,0.7000000000000002,0.0,0.0,0.0,0.0,0.0,5.986341215165638,3.331484334792318,3.797315856468887,1.8075860719786208,5.986341215165638,36.849239110946655,0,2.983144998550415
60,6.149813247333466,2.0499377491111552,0,0.0,0.0,,0.0,0,0.0,0.0,,0.0,19,100.0,100.0,1.049813247333466,1,0.0,1.0,0.0,0.0,109345,2.0,,0,0,-1,1,57.5,72,46,1.0,,0,3,0.5,1.5,1,Solomon,1.0,,,,,3.0,4,2.071062088012696,2.8323049545288086,2.304588556289673,2.7978086471557617,,,,2.910882472991944,2.385573148727417,2.7538654804229736,2.910882472991944,2.0734691619873047,1,0,0.0,0.0,,0.0,11.1,146,73,False,32.6,216,86,188,,2021-08-28T18:30:11.548541Z,54,0,0,,0,,109345.jpg,1.7,0,0,March,0.1,False,,a,4,36,Brighton,21.0,167,93,5,1833,178,5220,526,0.3796181016872509,,,0.8821527514521581,0.2,4.665077968879982,0.9,March,0.2,0.6000000000000001,0.1,0.0,,0.1,0.1,0.3,0.1,1.1,0.7999999999999998,1.6,0.7000000000000002,0.5,0.1,0.0,,0.0,1.3,3.13287108369808,1.4493289641172216,,1.3,25.191421031951904,1,2.150984048843384
61,10.599003985778484,2.649750996444621,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,51,75.0,,5.599003985778485,1,0.0,1.0,0.0,0.0,110735,,,0,0,0,0,17.8,186,52,,,0,2,1.3,2.8,1,Adam,2.3,,,,,4.0,4,2.521153450012207,3.758116006851196,3.285658597946167,3.620645761489868,,,,3.833437204360962,3.2510106563568115,3.354694366455078,3.833437204360962,2.411184549331665,3,0,0.0,0.0,0.0,0.0,10.5,158,47,False,87.2,55,15,306,Hamstring injury - 75% chance of playing,2021-09-11T17:30:15.927256Z,45,0,0,,0,,110735.jpg,2.2,0,0,Webster,0.5,False,,d,4,36,Brighton,0.0,402,163,9,18046,280,26054,7262,0.5888335547654714,,,1.2491045986945353,0.5,7.236052407158746,2.0,Webster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.7999999999999998,1.6,0.7000000000000002,0.0,0.0,0.0,0.0,0.0,1.0,3.331484334792318,2.7973158564688867,1.8075860719786208,1.0,32.562235832214355,1,2.6928980350494385
62,6.9995019928892415,3.4997509964446207,0,,,0.0,0.0,1,,,0.0,1.0,33,100.0,100.0,2.7995019928892426,1,,,0.0,1.0,111478,,,0,0,-1,1,26.1,156,41,,,0,2,1.8,2.8,6,Joël,2.3,,,,,2.0,4,3.054452657699585,4.281516075134277,3.7713375091552734,4.152388572692871,,,,4.481935977935791,3.91329026222229,4.143684387207031,4.481935977935791,3.0568597316741943,1,0,,,0.0,0.0,4.8,260,92,False,19.6,252,102,135,,2021-08-14T18:00:09.888942Z,44,0,0,,0,,111478.jpg,3.5,0,0,Veltman,1.4,False,,a,4,36,Brighton,3.0,273,88,7,18917,6028,179170,11475,0.7953979537374137,,,1.6684408233924648,0.5,8.749052448706193,1.6,Veltman,0.2,0.6000000000000001,,,0.2,0.0,0.1,0.3,0.15,,,1.6,0.7000000000000002,0.6000000000000001,,,0.1,0.0,3.9863412151656377,,,2.2,3.9863412151656377,38.49583077430725,1,3.1584296226501465
63,12.4,3.1,0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0,63,100.0,100.0,0.0,1,0.0,0.0,0.0,1.0,115382,,,0,0,0,0,58.0,70,10,,,0,4,2.8,3.8,2,Neal,3.3,,,,,4.0,4,3.193722724914551,4.581219673156738,3.478264570236206,4.414607524871826,,,,4.708508491516113,3.4347102642059326,4.363527774810791,4.708508491516113,3.0837535858154297,3,2,1.0,1.0,0.0,0.0,25.0,42,12,False,77.6,81,9,315,,2021-08-21T19:00:12.804729Z,65,0,0,3.0,0,,115382.jpg,3.8,0,0,Maupay,2.2,False,,a,4,36,Brighton,116.0,33,13,15,157346,16087,179752,26469,0.4769230769230769,,,1.215920037856741,0.5,6.024634874784029,2.3,Maupay,0.2,0.6000000000000001,0.0,0.0,0.2,0.0,1.2,1.4,0.35,1.1,0.7999999999999998,1.6,0.7000000000000002,4.8,0.6,0.4,0.1,0.0999999999999998,2.3999999999999995,3.4,3.6,3.0000000000000004,2.3999999999999995,39.16012668609619,1,3.1933035850524902
64,15.499750996444622,3.8749377491111554,0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,3.0,47,,,1.3997509964446213,2,0.0,1.0,0.0,1.0,116216,3.0,,0,0,-1,1,52.3,82,50,3.0,,1,3,4.8,5.8,11,Leandro,5.3,,,,,4.0,4,2.961199760437012,3.740777730941773,3.362361192703247,3.711636304855346,,,,3.851130247116089,3.3984689712524414,3.702931880950928,3.851130247116089,2.8869550228118896,3,1,0.0,0.0,0.0,1.0,21.5,58,36,False,63.4,121,47,326,,,64,0,0,,0,,116216.jpg,4.5,0,0,Trossard,0.8,False,,a,4,36,Brighton,100.0,45,24,18,27475,15598,63012,7422,0.605459023298618,,,1.5317036348196689,0.8,5.390630699694157,2.8,Trossard,0.2,0.6000000000000001,0.0,0.0,0.0,0.2,0.5,0.7,0.175,1.1,0.7999999999999998,1.6,0.7000000000000002,2.5,0.1,0.0,0.3,0.0999999999999999,6.596585303791409,2.8328710836980795,2.4493289641172216,3.7018965179946552,6.596585303791409,34.5000364780426,0,3.033445119857788
65,,,0,,,,,0,,,,,0,0.0,0.0,,0,,,,,131897,,,0,0,0,0,0.0,447,40,,,0,1,0.0,0.0,0,Mathew,0.0,,,,,,4,2.8222010135650635,3.8395767211914062,3.3078842163085938,3.752187728881836,,,,3.91815447807312,3.4633922576904297,3.708244562149048,3.91815447807312,2.8394908905029297,0,0,,,,,0.0,459,55,False,0.0,453,55,0,Transferred to Real Sociedad,2021-07-12T23:00:04.491624Z,45,0,0,,0,,131897.jpg,0.0,0,0,Ryan,0.0,False,,u,4,36,Brighton,0.0,404,37,0,0,0,588,57,,,,,0.0,7.682554827796088,0.0,Ryan,,,,,,,,,,,,,,,,,,,,,,,,34.5714967250824,0,3.0022103786468506
66,,,0,,,,,0,,,,,0,0.0,0.0,,0,,,,,165210,,,0,0,0,0,0.0,576,233,,,0,3,0.0,0.0,0,Alireza,0.0,,,,,,4,2.217433452606201,2.919862031936645,2.485872268676758,2.862069845199585,,,,2.9984395503997803,2.566857099533081,2.818126678466797,2.9984395503997803,2.160200357437134,0,0,,,,,0.0,580,232,False,0.0,579,232,0,Transferred to Feyenoord,2021-07-20T17:00:05.398504Z,55,0,0,,0,,165210.jpg,0.0,0,0,Jahanbakhsh,0.0,False,,u,4,36,Brighton,0.0,571,231,0,0,0,84,5,,,,,0.0,4.790446671572598,0.0,Jahanbakhsh,,,,,,,,,,,,,,,,,,,,,,,,26.34745669364929,0,2.3201558589935303
68,,,0,,,,,0,,,,,0,0.0,0.0,,0,,,,,209362,,,0,0,0,0,0.0,376,136,,,0,2,0.0,0.0,0,Bernardo,0.0,,,,,,4,2.1592352390289307,3.620217323303223,2.998183012008667,3.496936082839966,,,,3.698795080184937,3.079167604446411,3.2319140434265137,3.698795080184937,2.102002143859864,0,0,,,,,0.0,393,136,False,0.0,385,135,0,Transferred to RB Salzburg,2021-07-08T07:33:34.790576Z,40,0,0,,0,,209362.jpg,0.0,0,0,Fernandes Da Silva Junior,0.0,False,,u,4,36,Brighton,0.0,318,107,0,0,0,360,39,,,,,0.0,7.604161143302917,0.0,Bernardo,,,,,,,,,,,,,,,,,,,,,,,,30.41664457321167,0,2.3313989639282227
69,14.199003985778484,3.549750996444621,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,82,,,5.599003985778485,2,0.0,1.0,0.0,1.0,215059,,,0,0,0,0,10.0,240,1,,,0,1,4.2,5.2,6,Robert,4.7,,,,,4.0,4,3.5382816791534424,4.365538120269775,3.921195268630981,4.272303104400635,,,,4.472958564758301,3.9150230884552,4.263598918914795,4.472958564758301,3.4855637550354004,3,0,0.0,0.0,0.0,0.0,7.6,209,16,False,66.4,110,17,360,,,45,0,0,,0,,215059.jpg,4.0,0,7,Sánchez,25.5,False,,a,4,36,Brighton,0.0,433,43,16,578213,115859,369734,60710,0.7888335547654713,,,1.6733686674064638,1.0,8.9567518764072,3.6,Sánchez,0.2,0.6000000000000001,0.2,0.0,0.0,0.0,0.0,0.2,0.05,1.1,0.7999999999999998,1.6,0.7000000000000002,0.0,0.0,0.0,0.0,0.0,3.9863412151656377,3.931484334792318,3.797315856468887,2.807586071978621,3.9863412151656377,40.3053834438324,0,3.5979623794555664
70,12.870750996444622,3.2176877491111555,1,0.0,1.0,0.0,0.0,2,0.0,2.0,0.0,0.0,70,,,1.3997509964446213,2,0.0,1.0,0.0,1.0,227127,,,0,0,1,-1,28.4,146,90,,,0,3,3.5,4.5,3,Yves,4.0,,,,,4.0,4,2.9322268962860107,3.600868463516236,3.2567803859710693,3.5356380939483643,,,,3.708288192749024,3.250608444213867,3.484557867050171,3.708288192749024,2.8795087337493896,3,0,0.0,0.0,0.0,0.0,11.4,142,71,False,67.8,104,41,360,,,46,0,0,,0,,227127.jpg,3.5,0,0,Bissouma,17.1,False,,a,4,36,Brighton,17.0,184,102,14,788200,160791,419028,81378,0.6994973367632947,,,1.5002546487310526,0.9,7.2524429404217265,3.0,Bissouma,0.4,1.2000000000000002,0.0,0.4,0.0,0.0,0.1,0.5,0.125,1.1,0.7999999999999998,1.6,0.7000000000000002,0.5,0.0,0.0,0.1,0.0,2.4965853037914094,2.3328710836980795,6.420328964117222,1.7018965179946557,2.4965853037914094,33.36123752593994,1,3.004472255706787
71,,,0,,,,,0,,,,,0,0.0,0.0,,0,,,,,232792,,,0,0,-1,1,0.0,420,170,,,0,2,0.0,0.0,0,Tariq,0.0,,,,,,4,2.1592352390289307,3.620217323303223,2.998183012008667,3.496936082839966,,,,3.698795080184937,3.079167604446411,3.2319140434265137,3.698795080184937,2.102002143859864,0,0,,,,,0.0,436,170,False,0.0,429,170,0,Hamstring injury - Expected back 27 Sep,2021-07-27T10:00:07.150819Z,44,0,0,,0,,232792.jpg,0.0,0,0,Lamptey,0.3,False,,i,4,36,Brighton,0.0,376,155,0,3290,483,21661,1950,,,,,0.0,6.912873766639016,0.0,Lamptey,,,,,,,,,,,,,,,,,,,,,,,,30.41664457321167,0,2.3313989639282227
72,2.6,2.6,0,,0.0,,,0,,0.0,,,-2,75.0,75.0,0.0,0,,0.0,0.0,0.0,233425,,,0,0,-1,1,1.1,300,43,,,0,4,-0.2,0.6,0,Aaron,0.3,,,,,1.0,4,1.691670536994934,3.5933358669281006,1.978506088256836,3.432569742202759,,,,3.653663158416748,2.041240692138672,3.2793421745300293,3.653663158416748,1.694077968597412,0,0,,0.0,,,0.5,351,46,False,0.0,569,74,45,Glute injury - 75% chance of playing,2021-09-08T10:30:09.965954Z,54,0,0,,0,,233425.jpg,1.0,0,0,Connolly,0.1,False,,d,4,36,Brighton,6.0,256,45,1,6890,237,14857,2103,0.4814814814814814,,,1.1188618555710317,0.1,4.942474254855403,0.2,Connolly,0.0,0.0,,0.0,,,0.4,0.4,0.4,,0.7999999999999998,1.6,0.7000000000000002,1.6,,0.4,,,,,2.6,,,26.689360976219177,0,1.6712915897369385
73,2.649937749111156,2.649937749111156,0,0.0,,,,0,0.0,,,,12,,,0.3499377491111553,0,0.0,0.0,0.0,0.0,235382,,,0,0,0,0,24.1,169,100,,,0,3,-0.5,0.5,0,Steven,0.0,,,,,1.0,4,2.0523924827575684,2.977136611938477,2.450048446655273,2.88185977935791,,,,3.055714130401612,2.5310332775115967,2.728632688522339,3.055714130401612,2.0547995567321777,1,0,0.0,,,,3.7,278,126,False,10.4,286,121,71,,,50,0,0,,0,,235382.jpg,2.0,0,0,Alzate,0.1,False,,a,4,36,Brighton,2.0,285,145,2,1951,233,2812,408,0.5299875498222313,,,1.1850881886310656,0.0,5.173841667175293,0.4,Alzate,0.1,0.3,0.1,,,,0.0,0.1,0.1,1.1,0.7999999999999998,1.6,0.7000000000000002,0.0,0.0,,,,,2.63287108369808,,,,25.869208335876465,0,2.0818772315979004
74,14.47075099644462,3.617687749111155,1,0.0,0.0,0.0,1.0,3,3.0,0.0,0.0,0.0,55,,,1.3997509964446213,1,0.0,1.0,0.0,0.0,243016,4.0,,0,0,0,0,51.7,86,51,5.0,,0,3,2.2,3.2,4,Alexis,2.7,,,,,4.0,4,3.2170093059539795,4.707868576049805,3.523415327072144,4.680123329162598,,,,4.797038555145264,3.498993396759033,4.671419143676758,4.797038555145264,3.1642911434173584,1,1,1.0,0.0,0.0,0.0,21.6,57,35,False,87.8,54,23,175,,,55,0,0,,0,,243016.jpg,4.2,0,0,Mac Allister,0.6,False,,a,4,36,Brighton,76.0,59,34,17,38438,5681,26679,5059,0.6577614089293009,,,1.5425872393228282,0.5,7.326652353460139,3.1,Mac Allister,0.1,0.3,0.0,0.1,0.0,0.0,0.8,0.9,0.225,1.1,0.7999999999999998,1.6,0.7000000000000002,4.0,0.2,0.3999999999999999,0.0999999999999999,0.1,2.271,5.0,4.749328964117222,1.5,2.271,40.29658794403076,0,3.23939061164856
75,9.370750996444622,2.3426877491111555,1,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,23,,,1.3997509964446213,0,0.0,0.0,0.0,0.0,243505,,,0,0,0,0,16.9,191,109,,,0,3,0.8,1.8,1,Jakub,1.3,,,,,4.0,4,2.375746488571167,3.2374043464660645,2.6119213104248047,3.165423393249512,,,,3.373448371887207,2.656493902206421,3.053642988204956,3.373448371887207,2.224635124206543,2,0,0.0,0.0,0.0,0.0,8.6,190,90,False,25.8,231,93,153,,,45,0,0,,0,,243505.jpg,2.0,0,0,Moder,0.9,False,,a,4,36,Brighton,43.0,99,52,8,76152,6692,42006,6674,0.5205972775802568,,,1.1043535957327648,0.3,6.339425245920818,1.8,Moder,0.4,1.2000000000000002,0.4,0.0,0.0,0.0,0.2,0.6000000000000001,0.15,1.1,0.7999999999999998,1.6,0.7000000000000002,1.0,0.2,0.0,0.0,0.0,1.0,3.971,1.0,2.2018965179946552,1.0,28.52741360664368,0,2.455249309539795
447,3.4,1.7,0,,,0.0,0.0,0,,,0.0,0.0,5,100.0,100.0,0.0,1,,,0.0,1.0,50175,,,0,0,0,0,3.7,266,39,,,0,4,0.5,1.5,2,Danny,1.0,,,,,2.0,4,1.852206349372864,2.7474167346954346,2.313426733016968,2.6474311351776123,,,,2.8259942531585693,2.394411325454712,2.603487968444824,2.8259942531585693,1.7949737310409546,0,0,,,0.0,0.0,3.0,295,39,False,6.4,313,36,94,,2021-08-02T13:30:12.546776Z,60,0,0,2.0,0,,50175.jpg,1.5,0,0,Welbeck,0.2,False,,a,4,36,Brighton,19.0,176,38,3,6855,2359,9405,1630,0.2833333333333333,,,0.694022093788567,0.2,4.004952033360799,0.5,Welbeck,0.0,0.0,,,0.0,0.0,0.1,0.1,0.05,,,1.6,0.7000000000000002,0.4,,,0.0,0.1,2.4,,,1.0,2.4,24.029712200164795,0,2.024369716644287
