,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,price_change_percent,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,known_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,scout_risks,scout_news_link,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90,team_name,name,season
143,True,False,0.0,,508479,0,0,0,0,0,0,1,0.0,,0,Filip,0.0,141,False,Has joined RC Strasbourg on loan for the rest of the season,2026-08-12T14:07:02.607115Z,50,508479.jpg,1.8,False,Jörgensen,0.1,False,,u,6,8,9,0,0,0,0,0.0,1.8,Jörgensen,,58.0,2024-07-30,2002-04-16,False,p508479,378,0,0,0,5,0,0,0,0,0,8,0,50,79.8,0.0,0.0,7.9,3,34,0,0,3,0.00,0.00,0.00,4.12,,,,,,,[],,316,26,540,66,537,64,348,26,0.0,1.9,0.0,0.0,0.98,1.19,347,20,324,62,304,30,472,54,0.71,0.0,0.0,Chelsea,Filip Jörgensen,25-26
144,True,True,,,225796,0,0,0,0,0,0,2,2.5,,0,Reece,0.0,142,False,,,55,225796.jpg,4.0,False,James,8.8,False,,a,6,8,115,0,0,0,0,0.0,20.9,James,,241.0,2019-05-15,1999-12-08,False,p225796,1957,2,6,8,20,0,0,0,4,0,0,11,493,459.0,483.7,116.0,106.1,80,101,48,128,20,1.04,3.20,4.24,28.75,1.0,,1.0,,,,[],,128,53,52,7,221,64,116,35,0.05,0.0,0.15,0.2,1.32,0.92,144,16,402,166,56,23,52,20,0.92,0.37,5.89,Chelsea,Reece James,25-26
145,True,False,0.0,,180736,0,0,0,0,0,0,2,0.0,,0,Trevoh,0.0,143,False,Has joined Como permanently,2026-08-10T14:03:50.769483Z,55,180736.jpg,4.0,False,Chalobah,0.8,False,,u,6,8,136,0,0,0,0,0.0,24.7,Chalobah,,241.0,2018-02-16,1999-07-05,False,p180736,2780,3,1,9,40,0,0,0,3,1,0,7,516,719.2,111.2,160.0,99.1,230,119,35,265,31,1.44,1.03,2.47,40.83,,,,,,,[],,43,17,231,70,188,50,132,41,0.05,0.0,0.03,0.08,1.32,1.29,125,12,383,162,54,22,210,78,1.0,0.29,8.58,Chelsea,Trevoh Chalobah,25-26
146,True,True,,,482609,0,0,0,0,0,0,2,2.2,,0,Malo,0.0,144,False,,,50,482609.jpg,2.8,False,Gusto,1.1,False,,a,6,8,96,0,0,0,0,0.0,19.2,Gusto,,73.0,2023-01-28,2003-05-19,False,p482609,2255,2,3,7,36,1,0,0,3,1,0,7,406,443.6,448.5,205.0,109.8,74,123,52,126,26,1.56,2.97,4.53,37.13,,,,,,,[],,133,55,61,12,149,37,106,29,0.06,0.0,0.12,0.18,1.48,1.44,322,63,299,145,194,82,183,66,1.04,0.28,5.03,Chelsea,Malo Gusto,25-26
147,True,True,0.0,,444463,0,0,0,0,0,0,2,0.0,,0,Wesley,0.0,145,False,Suspended until 6 Sep,2026-07-23T12:01:23.464591Z,50,444463.jpg,2.6,False,Fofana,0.0,False,,s,6,8,65,0,0,0,0,0.0,13.0,Fofana,Wesley Fofana,73.0,2022-08-31,2000-12-17,False,p444463,1718,0,2,4,25,0,0,0,5,2,0,3,288,463.6,65.6,74.0,60.4,187,81,19,206,20,0.72,0.60,1.32,25.81,,,,,,,[],,126,52,269,89,256,81,221,71,0.04,0.0,0.03,0.07,1.35,1.31,301,56,278,138,225,92,573,191,1.05,0.21,10.79,Chelsea,Wesley Fofana,25-26
148,True,True,,,242880,0,0,0,0,0,0,2,1.7,,0,Benoît,0.0,146,False,,,45,242880.jpg,0.9,False,Badiashile Mukinayi,0.0,False,,a,6,8,7,0,0,0,0,0.0,1.6,B.Badiashile,,73.0,2023-01-05,2001-03-26,False,p242880,470,0,0,0,10,0,0,0,2,0,0,0,48,102.8,7.9,2.0,11.4,41,16,7,48,6,0.00,0.06,0.06,7.41,,,,,,,[],,302,108,346,120,349,127,334,115,0.0,0.0,0.01,0.01,1.42,1.91,445,112,123,83,391,130,524,175,1.15,0.0,9.19,Chelsea,Benoît Badiashile Mukinayi,25-26
149,True,True,,,109646,0,0,0,0,0,0,2,1.7,,0,Tosin,0.0,147,False,,,45,109646.jpg,2.1,False,Adarabioyo,0.2,False,,a,6,8,34,0,0,0,0,0.0,7.6,Tosin,,241.0,2024-07-01,1997-09-24,False,p109646,788,0,0,2,14,0,0,0,2,0,0,2,130,240.4,33.3,19.0,29.3,80,22,17,97,8,0.11,0.40,0.50,13.25,,,,,,,[],,226,85,305,104,311,109,290,97,0.01,0.0,0.05,0.06,1.51,1.6,405,84,83,55,272,103,355,133,0.91,0.23,11.08,Chelsea,Tosin Adarabioyo,25-26
150,True,True,,,551210,0,0,0,0,0,0,2,1.7,,0,Jorrel,0.0,148,False,,,45,551210.jpg,0.9,False,Hato,0.7,False,,a,6,8,19,0,0,0,0,0.0,4.2,Hato,,152.0,2025-08-03,2006-03-07,False,p551210,1139,0,0,0,27,0,0,0,7,0,0,0,93,233.2,114.9,36.0,38.4,63,50,36,99,12,0.30,0.61,0.91,18.50,,,,,,,[],,232,88,227,66,290,97,270,89,0.02,0.0,0.05,0.07,1.46,2.13,494,136,172,107,392,131,227,85,0.95,0.0,7.82,Chelsea,Jorrel Hato,25-26
151,True,True,,,460028,0,0,0,0,0,0,2,2.2,,0,Levi,0.0,149,False,,,50,460028.jpg,2.7,False,Samuels Colwill,1.7,False,,a,6,8,8,0,0,0,0,0.0,1.6,Colwill,,241.0,2022-07-01,2003-02-26,False,p460028,225,0,0,0,4,0,0,0,0,0,0,0,30,66.0,7.6,6.0,8.0,22,9,3,25,2,0.00,0.12,0.12,3.36,,,,,,,[],,326,116,347,121,336,122,347,118,0.0,0.0,0.05,0.05,1.34,1.6,308,59,285,141,205,84,144,59,0.8,0.0,10.0,Chelsea,Levi Samuels Colwill,25-26
152,True,True,,,574458,0,0,0,0,0,0,2,1.7,,0,Mamadou,0.0,150,False,,,45,574458.jpg,1.0,False,Sarr,0.1,False,,a,6,8,3,0,0,0,0,0.0,0.7,M.Sarr,Mamadou Sarr,189.0,2025-06-09,2005-08-29,False,p574458,100,0,0,0,3,0,0,0,0,0,0,0,4,6.4,0.1,7.0,1.3,7,2,1,8,1,0.35,0.00,0.35,1.63,,,,,,,[],,375,130,376,132,333,121,384,130,0.32,0.0,0.0,0.32,1.47,2.7,502,138,180,109,369,128,460,159,0.9,0.0,7.2,Chelsea,Mamadou Sarr,25-26
153,True,True,,,577016,0,0,0,0,0,0,2,1.7,,0,Josh,0.0,151,False,,,45,577016.jpg,2.3,False,Acheampong,0.3,False,,a,6,8,39,0,0,0,0,0.0,8.7,Acheampong,,241.0,2024-03-10,2006-05-05,False,p577016,657,1,0,2,13,0,0,0,1,0,0,5,118,132.6,40.9,70.0,24.4,33,26,11,44,8,0.62,0.13,0.75,15.66,,,,,,,[],,289,104,296,101,261,84,302,102,0.08,0.0,0.02,0.1,2.15,1.78,505,140,183,111,255,100,321,120,1.1,0.27,6.03,Chelsea,Josh Acheampong,25-26
154,True,True,,,620109,0,0,0,0,0,0,2,2.5,,0,Marco,0.0,152,False,,,55,620109.jpg,0.0,False,Palestra,2.6,False,,a,6,8,0,0,0,0,0,0.0,0.0,Palestra,,106.0,2026-07-01,2005-03-03,False,p620109,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,579,194,579,194,578,194,579,194,0.0,0.0,0.0,0.0,0.0,0.0,220,34,478,184,579,194,113,46,0.0,0.0,0.0,Chelsea,Marco Palestra,25-26
155,True,True,,,220362,0,0,0,0,0,0,2,1.7,,0,Axel,0.0,153,False,,,45,220362.jpg,0.0,False,Disasi,0.1,False,,a,6,8,0,0,0,0,0,0.0,0.0,Disasi,,73.0,2023-08-04,1998-03-11,False,p220362,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,74,32,14,88,0,0.00,0.00,0.00,0.00,,,,,,,[],,460,173,451,173,435,171,462,173,0.0,0.0,0.0,0.0,0.0,0.0,430,100,108,71,465,173,483,164,0.0,0.0,0.0,Chelsea,Axel Disasi,25-26
156,True,True,,,244851,0,0,0,0,0,0,3,3.2,,0,Cole,0.0,154,False,,,95,244851.jpg,4.4,False,Palmer,10.7,False,,a,6,8,114,0,0,0,0,0.0,12.0,Palmer,,241.0,2023-09-01,2002-05-06,False,p244851,1954,10,2,3,33,0,0,1,5,0,0,11,430,536.6,393.6,547.0,147.7,27,83,25,135,24,10.55,2.49,13.04,31.13,,,3.0,,1.0,,[],,101,32,83,61,39,23,52,32,0.49,0.0,0.11,0.6,1.43,1.52,4,3,588,259,37,16,44,15,1.11,0.14,6.22,Chelsea,Cole Palmer,25-26
157,True,True,,,448047,0,0,0,0,0,0,3,2.5,,0,Enzo,0.0,155,False,,,70,448047.jpg,4.4,False,Fernández,5.4,False,,a,6,8,157,0,0,0,0,0.0,22.4,Enzo,,10.0,2023-01-31,2001-01-17,False,p448047,3114,10,5,8,46,0,0,0,10,0,0,19,700,835.6,1063.2,747.0,264.6,51,140,53,244,35,11.26,7.26,18.52,44.89,3.0,,2.0,,2.0,,[],,23,7,3,3,20,9,3,2,0.33,0.0,0.21,0.54,1.3,1.33,29,19,567,247,36,15,68,24,1.01,0.23,7.05,Chelsea,Enzo Fernández,25-26
158,True,True,,,247632,0,0,0,0,0,0,3,2.3,,0,Pedro,0.0,156,False,,,65,247632.jpg,3.7,False,Lomba Neto,1.3,False,,a,6,8,125,0,0,0,0,0.0,19.2,Neto,Pedro Neto,173.0,2024-08-11,2000-03-09,False,p247632,2629,5,7,11,33,0,0,0,2,1,0,9,543,523.0,836.2,505.0,186.7,19,84,19,122,30,4.59,6.84,11.43,37.54,2.0,,4.0,,,,[],,110,36,14,13,41,25,29,23,0.16,0.0,0.23,0.39,1.29,1.13,42,29,547,231,83,37,169,56,1.03,0.38,4.18,Chelsea,Pedro Lomba Neto,25-26
159,True,True,,,624773,0,0,0,0,0,0,3,2.3,,0,Estêvão,0.0,157,False,,,65,624773.jpg,2.6,False,Almeida de Oliveira Gonçalves,1.5,False,,a,6,8,58,0,0,0,0,0.0,8.9,Estêvão,Estêvão,30.0,2025-07-14,2007-04-24,False,p624773,839,2,5,4,11,0,0,0,4,0,0,4,172,183.4,230.9,314.0,72.6,9,36,11,56,12,2.91,2.14,5.05,10.29,5.0,,,,3.0,,[],,257,117,148,100,92,58,192,97,0.31,0.0,0.23,0.54,1.1,1.18,55,39,560,241,229,89,162,51,1.29,0.43,6.01,Chelsea,Estêvão Almeida de Oliveira Gonçalves,25-26
160,True,True,,,463936,0,0,0,0,0,0,3,2.1,,0,Jamie,0.0,158,False,,,60,463936.jpg,1.6,False,Bynoe-Gittens,0.0,False,,a,6,8,25,0,0,0,0,0.0,4.2,Gittens,,241.0,2025-07-05,2004-08-08,False,p463936,486,0,2,1,7,0,0,0,0,0,0,0,99,93.0,130.4,91.0,31.3,6,15,8,29,5,0.81,0.94,1.75,8.89,,,,,,,[],,309,140,216,134,242,130,285,138,0.15,0.0,0.17,0.32,1.65,1.3,89,57,514,206,327,144,502,209,0.93,0.19,5.37,Chelsea,Jamie Bynoe-Gittens,25-26
161,True,True,,,486672,0,0,0,0,0,0,3,2.0,,0,Moisés,0.0,159,False,,,55,486672.jpg,3.3,False,Caicedo Corozo,4.0,False,,a,6,8,110,0,0,0,0,0.0,20.0,Caicedo,Moisés Caicedo,62.0,2023-08-14,2001-11-02,False,p486672,2796,3,1,6,47,0,0,0,11,1,0,10,580,562.4,403.1,128.0,109.2,102,177,87,366,32,1.45,2.38,3.83,42.54,,,,,,,[],,88,28,75,57,208,115,107,62,0.05,0.0,0.08,0.13,1.37,1.51,188,115,446,166,131,53,84,29,1.03,0.19,11.78,Chelsea,Moisés Caicedo Corozo,25-26
162,True,True,,,514356,0,0,0,0,0,0,3,1.5,,0,Roméo,0.0,161,False,,,50,514356.jpg,1.1,False,Lavia,0.1,False,,a,6,8,13,0,0,0,0,0.0,2.6,Lavia,,21.0,2023-08-18,2004-01-06,False,p514356,374,0,0,0,10,0,0,0,0,0,0,0,81,34.4,46.6,14.0,9.5,9,20,8,37,4,0.21,0.55,0.76,8.53,,,,,,,[],,344,159,292,156,321,163,340,160,0.05,0.0,0.13,0.18,2.05,2.41,351,204,328,92,354,163,497,208,0.96,0.0,8.9,Chelsea,Roméo Lavia,25-26
163,True,True,,,491007,0,0,0,0,0,0,3,1.0,,0,Dário,0.0,163,False,,,45,491007.jpg,0.3,False,Luís Essugo,0.2,False,,a,6,8,1,0,0,0,0,0.0,0.2,D.Essugo,Dário Essugo,173.0,2025-06-02,2005-03-14,False,p491007,26,0,0,0,1,0,0,0,2,0,0,0,7,11.4,2.1,2.0,1.6,1,1,6,8,0,0.00,0.01,0.01,0.55,,,,,,,[],,369,169,365,181,351,178,376,175,0.0,0.0,0.03,0.03,1.9,3.46,474,246,152,11,400,188,356,125,0.0,0.0,27.69,Chelsea,Dário Luís Essugo,25-26
164,True,True,100.0,,593117,0,0,0,0,0,0,3,2.0,,0,Geovany,0.0,164,False,,2026-07-24T20:30:10.609931Z,55,593117.jpg,0.0,False,Quenda,0.1,False,,a,6,8,0,0,0,0,0,0.0,0.0,Quenda,Geovany Quenda,173.0,2026-06-15,2007-04-30,False,p593117,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,578,253,578,253,577,253,578,253,0.0,0.0,0.0,0.0,0.0,0.0,217,136,475,187,578,253,491,204,0.0,0.0,0.0,Chelsea,Geovany Quenda,25-26
165,True,True,,,475168,0,0,0,0,0,0,4,2.3,,0,João Pedro,0.0,165,False,,,75,475168.jpg,5.1,False,Junqueira de Jesus,59.0,False,,a,6,8,177,0,0,0,0,0.0,23.6,João Pedro,João Pedro,30.0,2025-07-02,2001-09-26,False,p475168,2658,15,9,10,36,0,0,0,5,0,0,30,715,758.4,456.6,909.0,212.1,39,72,27,138,31,14.91,1.96,16.87,37.25,,,,,,,[],,35,3,59,1,6,5,15,4,0.5,0.0,0.07,0.57,1.26,1.22,19,7,575,65,10,2,2,2,1.05,0.34,4.67,Chelsea,João Pedro Junqueira de Jesus,25-26
166,True,True,,,517052,0,0,0,0,0,0,4,2.1,,0,Nicolas,0.0,166,False,,,65,517052.jpg,0.0,False,Jackson,0.4,False,,a,6,8,0,0,0,0,0,0.0,0.0,N.Jackson,,189.0,2023-07-01,2001-06-20,False,p517052,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,588,70,588,70,588,70,588,70,0.0,0.0,0.0,0.0,0.0,0.0,52,12,557,60,588,70,296,52,0.0,0.0,0.0,Chelsea,Nicolas Jackson,25-26
167,True,True,,,463034,0,0,0,0,0,0,4,1.8,,0,Liam,0.0,167,False,,,55,463034.jpg,1.6,False,Delap,0.5,False,,a,6,8,45,0,0,0,0,0.0,8.2,Delap,,241.0,2025-06-04,2003-02-08,False,p463034,1092,1,2,2,18,0,0,0,4,0,0,1,123,67.8,73.7,349.0,47.3,12,25,5,42,12,4.54,0.23,4.76,16.67,,,,,4.0,,[],,323,36,263,31,77,22,254,32,0.37,0.0,0.02,0.39,1.37,1.48,172,39,430,35,326,36,258,45,0.99,0.16,3.46,Chelsea,Liam Delap,25-26
168,True,True,,,499309,0,0,0,0,0,0,4,1.4,,0,Marc,0.0,168,False,,,50,499309.jpg,1.3,False,Guiu Paz,0.4,False,,a,6,8,13,0,0,0,0,0.0,2.6,Marc Guiu,,200.0,2024-07-01,2006-01-04,False,p499309,265,0,1,0,3,0,0,0,1,0,0,0,19,24.6,40.1,86.0,13.1,4,4,0,8,1,1.54,0.29,1.83,5.89,,,,,,,[],,353,39,297,36,247,39,325,40,0.52,0.0,0.1,0.62,2.0,1.02,340,55,317,20,344,38,274,48,0.34,0.0,2.72,Chelsea,Marc Guiu Paz,25-26
169,True,True,,,567119,0,0,0,0,0,0,4,1.0,,0,Shumaira,0.0,169,False,,,45,567119.jpg,1.0,False,Mheuka,0.4,False,,a,6,8,1,0,0,0,0,0.0,0.2,Mheuka,,,,,False,p567119,1,0,0,0,0,0,0,0,0,0,0,0,3,2.0,0.3,0.0,0.2,1,0,0,1,0,0.00,0.00,0.00,0.05,,,,,,,[],,387,44,374,45,476,52,395,46,0.0,0.0,0.0,0.0,4.5,0.0,500,66,178,8,368,43,298,54,0.0,0.0,90.0,Chelsea,Shumaira Mheuka,25-26
170,True,True,75.0,,503037,0,0,0,0,0,0,4,1.0,,0,Emmanuel,0.0,170,False,Hamstring injury - 75% chance of playing,2026-07-24T20:30:10.622380Z,50,503037.jpg,0.0,False,Emegha,0.1,False,,d,6,8,0,0,0,0,0,0.0,0.0,Emegha,,152.0,2026-06-15,2003-02-03,False,p503037,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,540,61,539,61,536,61,540,61,0.0,0.0,0.0,0.0,0.0,0.0,345,56,322,21,540,61,435,64,0.0,0.0,0.0,Chelsea,Emmanuel Emegha,25-26
171,True,True,,,437499,0,0,0,0,0,0,2,2.8,,0,Maxence,0.0,200,False,,,60,437499.jpg,4.4,False,Lacroix,10.7,False,,a,6,8,154,0,0,0,0,0.0,25.7,Lacroix,,73.0,2026-07-30,2000-04-06,False,p437499,3085,1,2,11,47,0,0,0,4,1,0,11,529,822.0,106.4,316.0,124.3,310,96,60,370,35,2.45,0.83,3.28,44.04,,,,,,,[],,28,10,236,74,89,11,82,19,0.07,0.0,0.02,0.09,1.28,1.37,80,8,505,188,33,12,43,16,1.02,0.32,10.79,Chelsea,Maxence Lacroix,25-26
172,True,True,,,549939,0,0,0,0,0,0,1,1.9,,0,Mike,0.0,560,False,,,45,549939.jpg,0.0,False,Penders,0.1,False,,a,6,8,0,0,0,0,0,0.0,0.0,Penders,,21.0,2024-08-27,2005-07-31,False,p549939,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,484,61,480,55,470,49,486,61,0.0,0.0,0.0,0.0,0.0,0.0,492,45,170,45,489,61,471,53,0.0,0.0,0.0,Chelsea,Mike Penders,25-26
173,True,True,,,622758,0,0,0,0,0,0,2,1.7,,0,Aaron,0.0,561,False,,,45,622758.jpg,0.0,False,Anselmino,0.0,False,,a,6,8,0,0,0,0,0,0.0,0.0,Anselmino,,10.0,2024-08-08,2005-04-29,False,p622758,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,496,183,491,183,482,183,496,183,0.0,0.0,0.0,0.0,0.0,0.0,516,145,194,116,497,183,559,188,0.0,0.0,0.0,Chelsea,Aaron Anselmino,25-26
174,True,True,,,543158,0,0,0,0,0,0,3,2.0,,0,Valentín,0.0,568,False,,,55,543158.jpg,0.0,False,Barco,0.1,False,,a,6,8,0,0,0,0,0,0.0,0.0,Barco,,10.0,2026-08-02,2004-07-23,False,p543158,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,574,251,574,251,573,251,574,251,0.0,0.0,0.0,0.0,0.0,0.0,201,126,459,177,574,251,426,169,0.0,0.0,0.0,Chelsea,Valentín Barco,25-26
175,True,True,,,465920,0,0,0,0,0,0,3,2.0,,0,Mykhailo,0.0,578,False,,,55,465920.jpg,0.0,False,Mudryk,0.0,False,,a,6,8,0,0,0,0,0,0.0,0.0,Mudryk,,225.0,2023-01-15,2001-01-05,False,p465920,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,569,246,569,246,568,246,569,246,0.0,0.0,0.0,0.0,0.0,0.0,177,108,435,159,569,246,544,226,0.0,0.0,0.0,Chelsea,Mykhailo Mudryk,25-26
176,True,True,,,498444,0,0,0,0,0,0,2,2.2,,0,Pep,0.0,583,False,,,50,498444.jpg,0.0,False,Chavarría,0.1,False,,a,6,8,0,0,0,0,0,0.0,0.0,Chavarria,,200.0,2026-08-12,1998-04-10,False,p498444,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,536,187,535,187,532,187,536,187,0.0,0.0,0.0,0.0,0.0,0.0,339,70,316,152,536,187,408,144,0.0,0.0,0.0,Chelsea,Pep Chavarría,25-26
177,True,True,,,428580,0,0,0,0,0,0,3,1.5,,0,Frank,0.0,104,False,,,50,428580.jpg,2.0,False,Onyeka,0.2,False,,a,7,9,12,0,0,0,0,0.0,2.4,Onyeka,,157.0,2026-07-01,1998-01-01,False,p428580,88,0,2,0,2,0,0,0,0,0,0,0,41,28.4,13.6,4.0,4.6,3,5,2,10,0,0.00,0.36,0.36,2.02,,,,,,,[],,350,163,332,168,343,175,361,168,0.0,0.0,0.37,0.37,2.07,2.05,294,176,271,64,286,121,393,148,0.0,0.0,10.23,Coventry City,Frank Onyeka,25-26
178,True,True,,,472739,0,0,0,0,0,0,1,1.9,,0,Carl,0.0,110,False,,,45,472739.jpg,0.0,False,Rushworth,0.9,False,,a,7,9,0,0,0,0,0,0.0,0.0,Rushworth,,241.0,2026-08-04,2001-07-02,False,p472739,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,472,58,465,49,451,42,474,58,0.0,0.0,0.0,0.0,0.0,0.0,466,38,144,38,477,58,199,28,0.0,0.0,0.0,Coventry City,Carl Rushworth,25-26
179,True,True,,,484389,0,0,0,0,0,0,1,1.0,,0,Oliver,0.0,171,False,,,40,484389.jpg,0.0,False,Dovin,2.2,False,,a,7,9,0,0,0,0,0,0.0,0.0,Dovin,,206.0,2024-07-19,2002-07-11,False,p484389,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,433,46,418,30,399,21,435,46,0.0,0.0,0.0,0.0,0.0,0.0,566,63,45,17,439,46,123,19,0.0,0.0,0.0,Coventry City,Oliver Dovin,25-26
180,True,True,,,110690,0,0,0,0,0,0,1,1.9,,0,Ben,0.0,172,False,,,45,110690.jpg,0.0,False,Wilson,0.6,False,,a,7,9,0,0,0,0,0,0.0,0.0,Wilson,,241.0,2019-07-01,1992-08-09,False,p110690,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,456,53,445,40,428,31,458,53,0.0,0.0,0.0,0.0,0.0,0.0,406,27,84,27,461,53,247,32,0.0,0.0,0.0,Coventry City,Ben Wilson,25-26
181,True,True,,,461102,0,0,0,0,0,0,2,1.0,,0,Bobby,0.0,173,False,,,40,461102.jpg,0.0,False,Thomas,7.9,False,,a,7,9,0,0,0,0,0,0.0,0.0,Thomas,,241.0,2023-07-22,2001-01-30,False,p461102,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,429,155,414,154,395,150,431,155,0.0,0.0,0.0,0.0,0.0,0.0,562,171,41,26,435,156,56,22,0.0,0.0,0.0,Coventry City,Bobby Thomas,25-26
182,True,True,,,436761,0,0,0,0,0,0,2,1.0,,0,Liam,0.0,174,False,,,40,436761.jpg,0.0,False,Kitching,0.7,False,,a,7,9,0,0,0,0,0,0.0,0.0,Kitching,,241.0,2023-09-01,1999-09-25,False,p436761,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,422,150,407,149,388,145,424,150,0.0,0.0,0.0,0.0,0.0,0.0,555,166,34,21,428,151,230,86,0.0,0.0,0.0,Coventry City,Liam Kitching,25-26
183,True,True,,,451284,0,0,0,0,0,0,2,1.0,,0,Milan,0.0,175,False,,,40,451284.jpg,0.0,False,van Ewijk,14.8,False,,a,7,9,0,0,0,0,0,0.0,0.0,van Ewijk,,152.0,2023-07-27,2000-09-08,False,p451284,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,427,153,412,152,393,148,429,153,0.0,0.0,0.0,0.0,0.0,0.0,560,169,39,24,433,154,28,10,0.0,0.0,0.0,Coventry City,Milan van Ewijk,25-26
184,True,True,,,173878,0,0,0,0,0,0,2,1.0,,0,Jay,0.0,176,False,,,40,173878.jpg,0.0,False,Dasilva,0.8,False,,a,7,9,0,0,0,0,0,0.0,0.0,Dasilva,,244.0,2023-07-01,1998-04-22,False,p173878,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,408,139,393,138,374,134,410,139,0.0,0.0,0.0,0.0,0.0,0.0,540,154,19,9,414,140,216,81,0.0,0.0,0.0,Coventry City,Jay Dasilva,25-26
185,True,True,,,465390,0,0,0,0,0,0,2,1.0,,0,Kaine,0.0,177,False,,,40,465390.jpg,0.0,False,Kesler-Hayden,0.1,False,,a,7,9,0,0,0,0,0,0.0,0.0,Kesler-Hayden,,241.0,2025-07-01,2002-10-23,False,p465390,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,431,156,416,155,397,151,433,156,0.0,0.0,0.0,0.0,0.0,0.0,564,172,43,27,437,157,453,156,0.0,0.0,0.0,Coventry City,Kaine Kesler-Hayden,25-26
186,True,True,,,80178,0,0,0,0,0,0,2,1.0,,0,Jake,0.0,178,False,,,40,80178.jpg,0.0,False,Bidwell,0.1,False,,a,7,9,0,0,0,0,0,0.0,0.0,Bidwell,,241.0,2022-01-17,1993-03-21,False,p80178,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,399,134,383,133,364,129,401,134,0.0,0.0,0.0,0.0,0.0,0.0,527,146,6,1,405,135,439,150,0.0,0.0,0.0,Coventry City,Jake Bidwell,25-26
